Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
2895196,17/9/19 15:35:53,0.000,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,244.924,µmol/L,28.585,¡C,1015.000,hPa,Humid,34,0
2895206,17/9/19 15:35:57,0.051,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,244.960,µmol/L,28.575,¡C,1015.000,hPa,Humid,34,0
2895217,17/9/19 15:36:00,0.100,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,244.851,µmol/L,28.580,¡C,1015.000,hPa,Humid,34,0
2895226,17/9/19 15:36:03,0.151,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,244.977,µmol/L,28.567,¡C,1015.000,hPa,Humid,34,0
2895236,17/9/19 15:36:06,0.201,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,245.174,µmol/L,28.560,¡C,1015.000,hPa,Humid,34,0
2895246,17/9/19 15:36:09,0.250,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,244.886,µmol/L,28.590,¡C,1015.000,hPa,Humid,34,0
2895257,17/9/19 15:36:12,0.300,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,245.280,µmol/L,28.558,¡C,1015.000,hPa,Humid,34,0
2895267,17/9/19 15:36:15,0.351,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,245.149,µmol/L,28.574,¡C,1015.000,hPa,Humid,34,0
2895277,17/9/19 15:36:18,0.401,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,245.222,µmol/L,28.565,¡C,1015.000,hPa,Humid,34,0
2895287,17/9/19 15:36:21,0.450,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),17/9/19 12:33:01,default,245.352,µmol/L,28.546,¡C,1015.000,hPa,Humid,34,0
