sample,analysis_type_uid,PC1,PC2,PC3
C31-C17d-C31.1-C21-C31a-1373,8,0.12157047481775575,0.0376732417930952,0.0
C31/C17d-C21-C21ac,6,-0.16442440011853468,0.014306887114569938,0.0
C31-C17d-C21-C31.1-C31a-C17e,7,0.04285392530077898,-0.05198012890766521,0.0
proportion_explained,0,0.9098342235740406,0.0901657764259594,0.0
