sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A4	A3m	A3	C31	C17d	C21	C21ac	C31.1	C17e	C31a	1379_C	C31.10	1393_C	C17f	C31.9	1373_C	C17	1405_C	1396_C	1394_C	1416_C	1412_C	1377_C	C21k	1417_C	1381_C	1392_C	1415_C	1424_C	1411_C	1408_C	C31b	1404_C	C3	1403_C	1410_C	1414_C	1370_C	1398_C	1397_C	1413_C	1420_C	1401_C	C3.14	C17.2	1395_C	1372_C	1409_C	1419_C	1388_C	1374_C	1426_C	1427_C	1378_C	1371_C	1402_C	1418_C	1441_C	1425_C	1432_C	1375_C	1423_C	C21.16	1431_C	1376_C	1406_C	1384_C	1382_C	1428_C	1422_C	1450_C	1407_C	1387_C	1380_C	1383_C	1429_C	1445_C	1449_C	1446_C	1447_C	1385_C	1448_C	1386_C	1437_C	C42.2	1438_C	1440_C	1439_C	1444_C	1389_C	1391_C	D1	D4	D6	D1ab	1365_D	1366_D	1367_D	1368_D	D17d	D17j	D4d	1369_D	D1r	1430_D	D17e	1399_D	D17l	D5m	D17c	D17k	D17	1433_D	1434_D	1451_D	1435_D	1442_D	D1.6	1443_D	1400_D	1436_D	1421_D	G3l	G3m	G3k	1390_G
223	WSH124	WSH124_S183_L001_R1_001.fastq.gz	a5be2c0d4f618be637aa60c7ca20b0b5468bb918f012d3c4172c7284919d4d51	WSH124_S183_L001_R2_001.fastq.gz	aad7566192ec189661bac22867f1b18efb287c78de408624a938732be29e8272	2.4459100485481358	1.051387743885683	0.017953650270220757	1.051387743885683	0.017953650270220757	0.0	0.0	0.0	0.0	1.0	0.000641201795365027	0	0	0	0.04497572593203261	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40294952825867913	0.3329669323074105	0.16744526884675276	0.051662544655125035	0.02161766052944948	0.012182834111935513	0.011175231290647614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	WSH089	WSH089_S12_L001_R1_001.fastq.gz	e503337e20165d27482aa11476562425a5d26477ea60b75ca47e776430df5b5f	WSH089_S12_L001_R2_001.fastq.gz	375b82e6b65832530b5ffeffc4bce9af8c4b3bff588fc8f8fe7e7f691bf707b7	2.140796165884194	1.0546263693270737	0.015307120500782473	1.0546263693270737	0.015307120500782473	0.0	0.0	0.0	0.0	1.0	0.0003912363067292645	0	0	0	0.04817097026604068	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41793818466353677	0.32316118935837246	0.1547339593114241	0.05599569640062598	0.02489241001564945	0.012372848200312989	0.005232785602503912	0	0	0	0	0.005672926447574335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	WSH093	WSH093_S60_L001_R1_001.fastq.gz	a0dddcb4d6305688df5727d64a3c7b979baec2f19aea194a79c555e807543660	WSH093_S60_L001_R2_001.fastq.gz	51dde50499afbbbd56e6f4444332072f6e533a75da3522b4f9dbf228cd45c758	2.214595521484769	1.0502319951583619	0.015130119023602985	1.0502319951583619	0.015130119023602985	0.0	0.0	0.0	0.0	1.0	0.0005043373007867661	0	0	0	0.04932418801694574	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0.00035303611055073636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434032681057091	0.3117308856163002	0.15160379261650192	0.05295541658261045	0.01760137179745814	0.012154528948961065	0.00837199919306032	0.006102481339519871	0	0	0	0.005093806737946339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	WSH090	WSH090_S24_L001_R1_001.fastq.gz	89efb6e8b0ed1ded861274c23746dcb3a5ae448156e7c0276ac36168a93466e3	WSH090_S24_L001_R2_001.fastq.gz	38fec769e74094f3ffad97b37982bfdbc7bcb7c7be6fd565e627ff3db7d9253a	2.2091191479920123	1.045984024850233	0.015254049256711782	1.0455957399600622	0.015143110716662968	0.00038828489017084537	0.00011093854004881296	0.0	0.0	1.0	0.0005546927002440647	0	0	0	0.04947858886177058	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0	0.0003328156201464389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4121921455513645	0.3233858442422898	0.15697803416907033	0.05763257155535833	0.020079875748835144	0.010650099844686045	0.008930552473929444	0.005657865542489461	0	0	0	0.0041601952518304855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	WSH095	WSH095_S84_L001_R1_001.fastq.gz	a8ad4d7d00c342f733a43015453155bf38fa9189d8f71c78f7f5e6ab2c951b22	WSH095_S84_L001_R2_001.fastq.gz	4ba29a8fb61fdf72c6c85dc4f71fdd6b59ff75f77cb052defaa50ee63239e4da	2.2275487789120043	1.04160744282207	0.014407546194598785	1.04160744282207	0.014407546194598785	0.0	0.0	0.0	0.0	1.0	0.000839901796097687	0	0	0.0007752939656286342	0.04696989275100142	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0.0007106861351595813	0.0015505879312572683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002584313218762114	0	0	0	0	0	0	0	0	0	0	0	0	0.0002584313218762114	0	0	0.0002584313218762114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393655511047939	0.3389972864711203	0.17256751518284016	0.044773226515053624	0.022741956325106602	0.009691174570357928	0.00930352758754361	0.005233234267993281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	WSH103	WSH103_S121_L001_R1_001.fastq.gz	f56fd4f7f6c476873bb4adf29d0df043a3150bc9359a56eb2704373907d873d9	WSH103_S121_L001_R2_001.fastq.gz	9ceb7ac07f6946e8a639b57c8cce9372fde8dafbf0e99a30e3fe2d75cbef0ba1	2.0077748506072095	1.044914219623466	0.015485446250722868	1.044914219623466	0.015485446250722868	0.0	0.0	0.0	0.0	1.0	0.0009638244554391826	0	0	0.0011565893465270193	0.04523549444194564	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0.002377433656749984	0.0008353145280472916	0	0	0.0003855297821756731	0.00025701985478378205	0.00025701985478378205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007068046006554006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004497847458716186	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39407569234723383	0.337274304440018	0.17162500803187047	0.04652059371586455	0.02088286320118229	0.009959519372871555	0.008995694917432372	0.005397416950459423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	WSH111	WSH111_S122_L001_R1_001.fastq.gz	59af6fadebf015113b037188dd38fa4fad5089bc2147837c9105e50ab69ab065	WSH111_S122_L001_R2_001.fastq.gz	76bfc5e1374e0571b2d01d482ef08cc195e9213f29a51d3fd8f79a9ddc75941f	1.9057824744716219	1.044644977440038	0.01543576347660888	1.044644977440038	0.01543576347660888	0.0	0.0	0.0	0.0	1.0	0.0006530515317026835	0	0	0	0.051887912609831395	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	0	0.0003562099263832819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004749465685110425	0	0	0	0	0	0	0.40910710045119925	0.32409166468772266	0.1622536214675849	0.051828544288767514	0.02493469484682973	0.010448824507242936	0.006471146995962954	0.0058180954642602705	0	0	0	0.004215150795535502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	WSH125	WSH125_S100_L001_R1_001.fastq.gz	ad1263672b2ee29d95987615e78ed98e67a3f06d8123fdb40b41387901155715	WSH125_S100_L001_R2_001.fastq.gz	2679fa13ca32b53f7607d524b8d7a488d56446dbdcee75a4e7ddac4f80c9c9b2	1.9607337345944396	1.045882296742142	0.014521830514951753	1.045882296742142	0.014521830514951753	0.0	0.0	0.0	0.0	1.0	0.0003582688449412439	0	0	0.00014330753797649757	0.04903506257762492	0	0	0.00011942294831374797	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0.0003343842552784943	0	0	0.0003821534346039935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014330753797649757	0.41184197955479124	0.3261918410241712	0.15990732779210853	0.04932167765357791	0.021400592337823637	0.01053310404127257	0.011536256807108054	0.005565109391420656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018391134040317187	0.0004776917932549919	0.0004060380242667431	0.00011942294831374797
211	WSH126	WSH126_S112_L001_R1_001.fastq.gz	8b3d7130ef7eeb82eee5784cdc93705e00c42702687a5a9c388e4ae6190c8d01	WSH126_S112_L001_R2_001.fastq.gz	7f86bfb7d68bb88e9347155b1e3a06162e4bf7154336dc9ddb74742ac680f5bc	1.841608810150826	1.0505147234857553	0.015082595163993297	1.0505147234857553	0.015082595163993297	0.0	0.0	0.0	0.0	1.0	0.00047881254488867607	0	0	0.00023940627244433804	0.052477854919798894	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	0.0002872875269332057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023940627244433804	0	0.4132152262389275	0.3295666746468757	0.15274120181948767	0.05147234857553268	0.023126645918123055	0.009815657170217859	0.012305482403638976	0.007230069427819009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	WSH091	WSH091_S36_L001_R1_001.fastq.gz	c0c3848b534973b6db8d84fc52a1e195b08b23acd9f248a4033476c7cc01b4dd	WSH091_S36_L001_R2_001.fastq.gz	4f4ecbd4455168d9033c937a79bd25577d96bf75da310c1b9ad31be1aa4e7293	2.1996660132142596	1.0463225150657083	0.015392434473244754	1.0463225150657083	0.015392434473244754	0.0	0.0	0.0	0.0	1.0	0.0014521164597400711	0	0	0.0028316270964931383	0.04748420823350033	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0.0015247222827270747	0.0012342989907790606	0	0	0	0	0.0002904232919480142	0.0002904232919480142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002904232919480142	0	0	0	0	0	0	0	0	0	0.0002904232919480142	0.0003630291149350178	0.000653452406883032	0	0	0	0	0	0	0	0	0	0	0	0	0.0003630291149350178	0	0	0	0	0	0	0	0.0002904232919480142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002904232919480142	0	0	0.41704784723734845	0.31873956291294564	0.15080229434400638	0.06004501561025194	0.021128294489218036	0.007914034705583387	0.007696217236622377	0.00653452406883032	0	0	0	0.004211137733246206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
