sample_uid	A4	A3m	A3	C31	C17d	C21	C21ac	C31.1	C17e	C31a	1379_C	C31.10	1393_C	C17f	C31.9	1373_C	C17	1405_C	1396_C	1394_C	1416_C	1412_C	1377_C	C21k	1417_C	1381_C	1392_C	1415_C	1424_C	1411_C	1408_C	C31b	1404_C	C3	1403_C	1410_C	1414_C	1370_C	1398_C	1397_C	1413_C	1420_C	1401_C	C3.14	C17.2	1395_C	1372_C	1409_C	1419_C	1388_C	1374_C	1426_C	1427_C	1378_C	1371_C	1402_C	1418_C	1441_C	1425_C	1432_C	1375_C	1423_C	C21.16	1431_C	1376_C	1406_C	1384_C	1382_C	1428_C	1422_C	1450_C	1407_C	1387_C	1380_C	1383_C	1429_C	1445_C	1449_C	1446_C	1447_C	1385_C	1448_C	1386_C	1437_C	C42.2	1438_C	1440_C	1439_C	1444_C	1389_C	1391_C	D1	D4	D6	D1ab	1365_D	1366_D	1367_D	1368_D	D17d	D17j	D4d	1369_D	D1r	1430_D	D17e	1399_D	D17l	D5m	D17c	D17k	D17	1433_D	1434_D	1451_D	1435_D	1442_D	D1.6	1443_D	1400_D	1436_D	1421_D	G3l	G3m	G3k	1390_G
223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40294952825867913	0.3329669323074105	0.16744526884675276	0.051662544655125035	0.02161766052944948	0.012182834111935513	0.011175231290647614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41793818466353677	0.32316118935837246	0.1547339593114241	0.05599569640062598	0.02489241001564945	0.012372848200312989	0.005232785602503912	0	0	0	0	0.005672926447574335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	0	0	0	0.00035303611055073636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434032681057091	0.3117308856163002	0.15160379261650192	0.05295541658261045	0.01760137179745814	0.012154528948961065	0.00837199919306032	0.006102481339519871	0	0	0	0.005093806737946339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	0	0	0	0	0.0003328156201464389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4121921455513645	0.3233858442422898	0.15697803416907033	0.05763257155535833	0.020079875748835144	0.010650099844686045	0.008930552473929444	0.005657865542489461	0	0	0	0.0041601952518304855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	0	0	0	0.0007106861351595813	0.0015505879312572683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002584313218762114	0	0	0	0	0	0	0	0	0	0	0	0	0.0002584313218762114	0	0	0.0002584313218762114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393655511047939	0.3389972864711203	0.17256751518284016	0.044773226515053624	0.022741956325106602	0.009691174570357928	0.00930352758754361	0.005233234267993281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	0	0	0	0.002377433656749984	0.0008353145280472916	0	0	0.0003855297821756731	0.00025701985478378205	0.00025701985478378205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007068046006554006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004497847458716186	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39407569234723383	0.337274304440018	0.17162500803187047	0.04652059371586455	0.02088286320118229	0.009959519372871555	0.008995694917432372	0.005397416950459423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0.0003562099263832819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004749465685110425	0	0	0	0	0	0	0.40910710045119925	0.32409166468772266	0.1622536214675849	0.051828544288767514	0.02493469484682973	0.010448824507242936	0.006471146995962954	0.0058180954642602705	0	0	0	0.004215150795535502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	0.0003343842552784943	0	0	0.0003821534346039935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014330753797649757	0.41184197955479124	0.3261918410241712	0.15990732779210853	0.04932167765357791	0.021400592337823637	0.01053310404127257	0.011536256807108054	0.005565109391420656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018391134040317187	0.0004776917932549919	0.0004060380242667431	0.00011942294831374797
211	0	0	0	0.0002872875269332057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023940627244433804	0	0.4132152262389275	0.3295666746468757	0.15274120181948767	0.05147234857553268	0.023126645918123055	0.009815657170217859	0.012305482403638976	0.007230069427819009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	0	0	0	0.0015247222827270747	0.0012342989907790606	0	0	0	0	0.0002904232919480142	0.0002904232919480142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002904232919480142	0	0	0	0	0	0	0	0	0	0.0002904232919480142	0.0003630291149350178	0.000653452406883032	0	0	0	0	0	0	0	0	0	0	0	0	0.0003630291149350178	0	0	0	0	0	0	0	0.0002904232919480142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002904232919480142	0	0	0.41704784723734845	0.31873956291294564	0.15080229434400638	0.06004501561025194	0.021128294489218036	0.007914034705583387	0.007696217236622377	0.00653452406883032	0	0	0	0.004211137733246206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4101074003236722	0.32006767691628657	0.15756951596292482	0.05656907459173165	0.0194938943651611	0.009563042518758275	0.013829630719435045	0.006326320435486244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006473444166544063	0	0	0	0	0	0	0	0	0	0	0
199	0	0.0003669724770642202	0	0.020275229357798165	0.013211009174311927	0.0027522935779816515	0.0006422018348623853	0	0.0014678899082568807	0.001834862385321101	0	0.00045871559633027525	0	0.0003669724770642202	0.0011926605504587156	0	0	0	0	0	0	0.0008256880733944954	0	0.00045871559633027525	0	0.00045871559633027525	0	0.0010091743119266055	0	0	0	0	0	0.0006422018348623853	0	0	0	0.0022935779816513763	0	0	0	0	0.0003669724770642202	0	0	0	0.0015596330275229357	0.0008256880733944954	0	0	0.0017431192660550458	0	0	0	0.0005504587155963303	0.0005504587155963303	0	0	0	0	0.0005504587155963303	0	0	0	0.0005504587155963303	0	0.0003669724770642202	0	0	0	0	0	0	0.0003669724770642202	0	0	0	0	0	0	0	0	0	0.0006422018348623853	0	0.00045871559633027525	0.0003669724770642202	0.0003669724770642202	0	0	0	0.3951376146788991	0.30577981651376146	0.14926605504587157	0.048532110091743116	0.02110091743119266	0.006422018348623854	0.009908256880733945	0.006330275229357798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	0	0	0	0.0357843468849354	0.018670094026922816	0.013123182033416763	0.0038557802881688426	0.0065615910167083815	0.0043969424338767505	0.004735168774944193	0.0012176148278427925	0.004532232970303727	0.0011499695596293039	0	0	0	0.0009470337549888385	0.0005411621457079077	0	0.0007440979503483731	0	0	0.0022999391192586077	0.0007440979503483731	0	0	0.001014679023202327	0	0	0	0.0009470337549888385	0.0020970033146181424	0	0.0005411621457079077	0	0	0	0.0045998782385172155	0.0007440979503483731	0	0	0	0.0006764526821348846	0	0	0	0.0032469728742474465	0	0	0	0.0022999391192586077	0	0	0.0010823242914158155	0.0018264222417641886	0.0014205506324832578	0	0	0	0	0.0008793884867753501	0	0	0	0.0008793884867753501	0.0010823242914158155	0.0006764526821348846	0	0	0	0	0.0007440979503483731	0	0	0.0006764526821348846	0.0006088074139213962	0.0010823242914158155	0.0006088074139213962	0.0008793884867753501	0.0007440979503483731	0	0.0006764526821348846	0	0	0	0	0	0	0	0	0	0.35459649597510656	0.281539606304539	0.15274301562605697	0.04038422512345261	0.018805384563349795	0.009808563890955828	0.008523303794899547	0.004261651897449773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	0	0	0	0.0425	0.040170454545454544	0.008920454545454546	0.002159090909090909	0	0	0	0.001875	0	0	0.003352272727272727	0.0016477272727272727	0	0	0	0.0011363636363636363	0.0018181818181818182	0	0	0	0.000625	0.0011931818181818183	0.0009090909090909091	0.0007386363636363636	0.000625	0	0	0	0	0	0	0	0	0	0.0038068181818181816	0.0016477272727272727	0	0	0.0008522727272727272	0.0010227272727272728	0.001590909090909091	0	0	0.001875	0	0	0	0.004829545454545454	0	0	0.0023863636363636366	0.001590909090909091	0.0007386363636363636	0	0	0	0	0.0007954545454545455	0	0	0	0.0010227272727272728	0.000965909090909091	0.0011931818181818183	0.00125	0	0	0	0.0005681818181818182	0.0007386363636363636	0	0	0.0007386363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34096590909090907	0.2908522727272727	0.153125	0.037784090909090906	0.02056818181818182	0.009204545454545455	0.00840909090909091	0.0038068181818181816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	0	0	0	0.05672775500361707	0.01549312756209308	0.004822763443453099	0.0024113817217265494	0.005666747046057391	0.006390161562575355	0.0057873161321437185	0.001989389920424403	0.004159633469978298	0	0	0	0.003617072582589824	0	0	0	0	0	0	0.0021099590065107305	0	0	0.0012659754039064384	0	0	0	0	0	0	0	0	0	0	0	0.008982396913431397	0	0	0	0	0	0.001145406317820111	0	0	0.0037376416686761512	0	0	0.0006028454304316373	0.0030142271521581866	0	0	0.001989389920424403	0.004461056185194116	0	0	0	0	0	0.002471666264769713	0	0	0	0.002230528092597058	0	0.0007234145165179648	0.0010851217747769471	0	0	0	0	0.0006028454304316373	0.001326259946949602	0.0009645526886906198	0	0	0	0	0	0.0007234145165179648	0	0.000663129973474801	0	0	0	0	0	0	0	0	0.3612852664576803	0.2734506872437907	0.12322160598022668	0.05510007234145165	0.0157945502773089	0.009886665059078852	0.0068121533638775015	0.005124186158668918	0	0	0	0.004159633469978298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	0	0	0.00020788940283769034	0.04864612026401954	0.05711761342965542	0.014916064653604283	0.0043137051088820745	0	0.006496543838677824	0	0.004001871004625539	0	0.001247336417026142	0.005197235070942259	0.0032222857439842003	0	0	0	0.0018710046255392132	0.0035860921989501584	0	0	0	0	0.0016631152227015228	0	0.0032222857439842003	0.0011953640663167195	0	0	0	0	0	0.0011953640663167195	0	0	0	0.0033782027961124683	0.0019749493269580584	0.002026921677667481	0	0.0022348110805051713	0	0.0010914193648978742	0	0	0.0019229769762486358	0	0	0	0.00420976040746323	0.002754534587599397	0	0.003170313393274778	0.0011953640663167195	0.0034301751468218907	0	0	0	0	0.0007795852606413388	0	0	0	0.0009874746634790292	0	0	0.0010914193648978742	0.0007795852606413388	0	0	0	0.0010914193648978742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31900628865443587	0.2761290993191622	0.13107426848916376	0.04459227690868458	0.01663115222701523	0.006652460890806091	0.010498414843303362	0.005197235070942259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	0	0.1479693969890586	0.09009972486540342	0.03196497289787113	0.012394767872322921	0	0.012394767872322921	0.007029186204879297	0.007669034103893017	0.004186433396404055	0.006992623467792799	0.004798859242602901	0.007897551210683631	0	0.004661748978528533	0.003628851655834956	0.002376577910622389	0.003244942916426724	0	0.0029524410197347374	0	0	0.002422281331980512	0.0023674372263507645	0.0023857185948940136	0.003327209074871345	0	0	0	0	0	0	0	0	0.0033546311276862186	0.010694600597800752	0	0	0	0	0	0	0.0038025246569958226	0	0.006663558834014314	0.004588623504355536	0	0	0.008107786948930997	0.004085885869416185	0	0.004972532243763768	0.003967056973885065	0.0029707223882779864	0	0	0	0	0.002815330755660369	0	0	0	0.002148060803831775	0.0025228288589683825	0.00321752086361185	0.0026690798073143755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22692662772735167	0.17622325207265016	0.0913154358735295	0.02671822012595863	0.012184532134075558	0.004031041763786437	0.006371056937322328	0.0048537033482326485	0.0061516805148033385	0	0.009094980850266452	0	0	0	0	0.003409475233315966	0	0	0	0	0.0026690798073143755	0	0	0	0	0	0.002705642544400874	0	0	0	0	0	0	0	0
196	0	0	0	0.1670005225570458	0.05025256923880857	0.05587005748127504	0.021337746037275736	0.002395053126632991	0.007707716425709807	0.014588050862219126	0.003309527956801951	0.002699878070022644	0.011713987110259536	0	0.004659466991813273	0	0.008099634210067933	0.0034401672182546596	0.0037014457411600767	0	0	0	0	0.004180456366486675	0	0.0026127852290541717	0.0027869709109911165	0	0	0	0.002438599547117227	0	0.003744992161644313	0	0.004877199094234454	0.002220867444696046	0	0.010581780177669396	0	0.002699878070022644	0	0	0.006052952447308831	0.004659466991813273	0.005007838355687163	0	0.007838355687162516	0.002438599547117227	0	0	0.005051384776171399	0	0	0.004311095627939384	0.004093363525518203	0.005530395401497997	0	0	0	0	0.002917610172443825	0	0	0	0	0.0030047030134122974	0	0	0	0	0	0.002699878070022644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2148580386692214	0.15755094931196656	0.08500261278522905	0.028218080473785056	0.009972130290890089	0.006793241595540847	0.004572374150844801	0.0052255704581083435	0.007402891482320153	0.006749695175056611	0.01110433722348023	0.003178888695349242	0.0038320850026127853	0	0	0.0028305173314753527	0	0	0	0	0.003788538582128549	0	0	0	0	0	0	0	0.002395053126632991	0	0	0	0	0	0
202	0	0	0	0.2527588310319969	0.34353684910996507	0.1145677369267454	0.04685853712637941	0	0.0283923917262796	0	0.020684301003715412	0.0051017578883158655	0.020185215992901902	0.029168746187545055	0.007874452392835357	0	0.019408861531636443	0	0.011312593578439528	0.011478955248710697	0	0	0	0.009038984084733545	0.006654466810846781	0.007985360173016137	0.00992624632617978	0	0	0	0.0051017578883158655	0	0	0.007597182942383408	0	0	0	0	0.0071535518216602895	0	0	0.0067653745910275604	0.005600842899129374	0.005046303998225476	0	0	0	0	0	0	0	0.004602672877502357	0	0	0	0	0	0.005767204569400544	0	0.005600842899129374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004990850108135085	0.0008318083513558476	0.0002772694504519492	0	0	0	0	0	0	0	0	0	0	0	0	0.00022181556036155936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
