Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
2929863,18/9/19 14:44:15,0.000,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,308.894,µmol/L,23.652,¡C,1015.000,hPa,Humid,34,0
2929873,18/9/19 14:44:18,0.000,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,308.816,µmol/L,23.642,¡C,1015.000,hPa,Humid,34,0
2929883,18/9/19 14:44:21,0.097,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,308.124,µmol/L,23.663,¡C,1015.000,hPa,Humid,34,0
2929893,18/9/19 14:44:24,0.147,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,308.376,µmol/L,23.656,¡C,1015.000,hPa,Humid,34,0
2929903,18/9/19 14:44:27,0.197,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.942,µmol/L,23.659,¡C,1015.000,hPa,Humid,34,0
2929913,18/9/19 14:44:30,0.247,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.961,µmol/L,23.662,¡C,1015.000,hPa,Humid,34,0
2929923,18/9/19 14:44:33,0.297,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.164,µmol/L,23.691,¡C,1015.000,hPa,Humid,34,0
2929933,18/9/19 14:44:36,0.347,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.623,µmol/L,23.661,¡C,1015.000,hPa,Humid,34,0
2929943,18/9/19 14:44:39,0.397,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.178,µmol/L,23.685,¡C,1015.000,hPa,Humid,34,0
2929953,18/9/19 14:44:42,0.447,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.216,µmol/L,23.683,¡C,1015.000,hPa,Humid,34,0
2929963,18/9/19 14:44:45,0.497,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.736,µmol/L,23.655,¡C,1015.000,hPa,Humid,34,0
2929973,18/9/19 14:44:48,0.547,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.424,µmol/L,23.669,¡C,1015.000,hPa,Humid,34,0
2929983,18/9/19 14:44:51,0.597,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.147,µmol/L,23.682,¡C,1015.000,hPa,Humid,34,0
2929993,18/9/19 14:44:54,0.647,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.458,µmol/L,23.687,¡C,1015.000,hPa,Humid,34,0
2930003,18/9/19 14:44:57,0.697,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.553,µmol/L,23.668,¡C,1015.000,hPa,Humid,34,0
2930013,18/9/19 14:45:00,0.747,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,307.062,µmol/L,23.683,¡C,1015.000,hPa,Humid,34,0
2930023,18/9/19 14:48:20,4.081,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.192,µmol/L,28.905,¡C,1015.000,hPa,Humid,34,0
2930033,18/9/19 14:48:23,4.130,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,257.783,µmol/L,28.923,¡C,1015.000,hPa,Humid,34,0
2930043,18/9/19 14:48:26,4.180,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.189,µmol/L,28.910,¡C,1015.000,hPa,Humid,34,0
2930053,18/9/19 14:48:29,4.230,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.202,µmol/L,28.911,¡C,1015.000,hPa,Humid,34,0
2930063,18/9/19 14:48:32,4.280,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.229,µmol/L,28.909,¡C,1015.000,hPa,Humid,34,0
2930073,18/9/19 14:48:35,4.330,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.233,µmol/L,28.902,¡C,1015.000,hPa,Humid,34,0
2930083,18/9/19 14:48:38,4.380,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.402,µmol/L,28.906,¡C,1015.000,hPa,Humid,34,0
2930093,18/9/19 14:48:41,4.430,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.461,µmol/L,28.902,¡C,1015.000,hPa,Humid,34,0
2930103,18/9/19 14:48:44,4.480,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),17/9/19 12:18:18,default,258.376,µmol/L,28.905,¡C,1015.000,hPa,Humid,34,0
