Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
3361739,1/11/19 13:15:02,0.000,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,132.465,µmol/L,27.404,¡C,1012.000,hPa,Humid,34,0
3361749,1/11/19 13:15:05,0.000,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,133.020,µmol/L,27.400,¡C,1012.000,hPa,Humid,34,0
3361759,1/11/19 13:15:08,0.096,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,133.533,µmol/L,27.395,¡C,1012.000,hPa,Humid,34,0
3361769,1/11/19 13:15:11,0.145,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,133.607,µmol/L,27.395,¡C,1012.000,hPa,Humid,34,0
3361779,1/11/19 13:15:14,0.195,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,134.433,µmol/L,27.385,¡C,1012.000,hPa,Humid,34,0
3361789,1/11/19 13:15:17,0.245,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,134.583,µmol/L,27.401,¡C,1012.000,hPa,Humid,34,0
3361799,1/11/19 13:15:20,0.295,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,134.985,µmol/L,27.403,¡C,1012.000,hPa,Humid,34,0
3361809,1/11/19 13:15:23,0.345,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,135.381,µmol/L,27.401,¡C,1012.000,hPa,Humid,34,0
3361819,1/11/19 13:15:26,0.395,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,135.662,µmol/L,27.403,¡C,1012.000,hPa,Humid,34,0
3361829,1/11/19 13:15:29,0.445,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,136.063,µmol/L,27.393,¡C,1012.000,hPa,Humid,34,0
3361839,1/11/19 13:15:32,0.495,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,136.417,µmol/L,27.390,¡C,1012.000,hPa,Humid,34,0
3361849,1/11/19 13:15:35,0.545,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,136.848,µmol/L,27.381,¡C,1012.000,hPa,Humid,34,0
3361859,1/11/19 13:15:38,0.595,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,136.678,µmol/L,27.407,¡C,1012.000,hPa,Humid,34,0
3361869,1/11/19 13:15:41,0.645,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,137.188,µmol/L,27.392,¡C,1012.000,hPa,Humid,34,0
3361879,1/11/19 13:15:44,0.695,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,137.313,µmol/L,27.397,¡C,1012.000,hPa,Humid,34,0
3361889,1/11/19 13:15:47,0.745,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,137.513,µmol/L,27.382,¡C,1012.000,hPa,Humid,34,0
3361899,1/11/19 13:15:50,0.795,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,137.755,µmol/L,27.393,¡C,1012.000,hPa,Humid,34,0
3361909,1/11/19 13:15:53,0.845,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,138.448,µmol/L,27.365,¡C,1012.000,hPa,Humid,34,0
3361919,1/11/19 13:15:56,0.895,SABD0000000003 (OXY-10 ST),1,Gates1 (PSt7-10),1/11/19 10:02:59,default,138.251,µmol/L,27.379,¡C,1012.000,hPa,Humid,34,0
