sample_uid	A4	A3m	A3	C31	C17d	C21	C21ac	C31.1	C17e	C31a	1379_C	C31.10	1393_C	C17f	C31.9	1373_C	C17	1405_C	1396_C	1394_C	1416_C	1412_C	1377_C	C21k	1417_C	1381_C	1392_C	1415_C	1424_C	1411_C	1408_C	C31b	1404_C	C3	1403_C	1410_C	1414_C	1370_C	1398_C	1397_C	1413_C	1420_C	1401_C	C3.14	C17.2	1395_C	1372_C	1409_C	1419_C	1388_C	1374_C	1426_C	1427_C	1378_C	1371_C	1402_C	1418_C	1441_C	1425_C	1432_C	1375_C	1423_C	C21.16	1431_C	1376_C	1406_C	1384_C	1382_C	1428_C	1422_C	1450_C	1407_C	1387_C	1380_C	1383_C	1429_C	1445_C	1449_C	1446_C	1447_C	1385_C	1448_C	1386_C	1437_C	C42.2	1438_C	1440_C	1439_C	1444_C	1389_C	1391_C	D1	D4	D6	D1ab	1365_D	1366_D	1367_D	1368_D	D17d	D17j	D4d	1369_D	D1r	1430_D	D17e	1399_D	D17l	D5m	D17c	D17k	D17	1433_D	1434_D	1451_D	1435_D	1442_D	D1.6	1443_D	1400_D	1436_D	1421_D	G3l	G3m	G3k	1390_G
219	0	0	4	936	1099	287	83	0	125	0	77	0	24	100	62	0	0	0	36	69	0	0	0	0	32	0	62	23	0	0	0	0	0	23	0	0	0	65	38	39	0	43	0	21	0	0	37	0	0	0	81	53	0	61	23	66	0	0	0	0	15	0	0	0	19	0	0	21	15	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6138	5313	2522	858	320	128	202	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	0	16188	9857	3497	1356	0	1356	769	839	458	765	525	864	0	510	397	260	355	0	323	0	0	265	259	261	364	0	0	0	0	0	0	0	0	367	1170	0	0	0	0	0	0	416	0	729	502	0	0	887	447	0	544	434	325	0	0	0	0	308	0	0	0	235	276	352	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24826	19279	9990	2923	1333	441	697	531	673	0	995	0	0	0	0	373	0	0	0	0	292	0	0	0	0	0	296	0	0	0	0	0	0	0	0
196	0	0	0	3835	1154	1283	490	55	177	335	76	62	269	0	107	0	186	79	85	0	0	0	0	96	0	60	64	0	0	0	56	0	86	0	112	51	0	243	0	62	0	0	139	107	115	0	180	56	0	0	116	0	0	99	94	127	0	0	0	0	67	0	0	0	0	69	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4934	3618	1952	648	229	156	105	120	170	155	255	73	88	0	0	65	0	0	0	0	87	0	0	0	0	0	0	0	55	0	0	0	0	0	0
202	0	0	0	4558	6195	2066	845	0	512	0	373	92	364	526	142	0	350	0	204	207	0	0	0	163	120	144	179	0	0	0	92	0	0	137	0	0	0	0	129	0	0	122	101	91	0	0	0	0	0	0	0	83	0	0	0	0	0	104	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	0	0	0	4382	5759	1869	692	0	530	0	346	88	428	526	110	0	297	0	181	218	0	0	0	104	131	117	168	0	0	0	106	0	0	121	0	0	0	0	112	0	0	95	86	92	0	0	0	0	0	0	0	85	0	0	0	0	0	83	90	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	0	0	0	3912	5107	1741	744	0	434	0	330	0	287	477	365	0	227	0	159	187	0	0	0	108	160	125	153	0	0	0	118	0	0	163	0	0	0	0	103	0	0	100	95	92	0	0	0	0	0	0	0	77	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	0	0	0	7276	3096	1630	663	0	281	0	277	0	234	293	458	0	156	339	115	164	231	245	0	141	127	0	0	256	332	347	106	0	0	0	0	364	153	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	0	0	0	2884	1304	634	260	0	115	0	112	31	83	109	202	0	34	115	37	72	90	81	0	72	38	0	0	116	37	111	38	0	0	44	0	121	77	0	0	36	73	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	11	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	0	0	0	6598	3470	1676	917	0	253	0	301	176	402	423	321	0	285	232	133	188	339	263	0	145	188	101	0	187	311	0	127	0	174	0	193	0	154	0	0	99	0	116	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	0	0	0	6116	2871	1443	805	0	270	0	252	159	337	393	293	0	190	218	103	126	359	231	0	146	165	78	85	206	117	0	111	0	133	0	178	0	134	0	0	0	0	70	0	81	99	0	0	75	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	0	0	0	4878	2476	1275	356	0	166	152	191	179	170	252	224	0	149	471	101	100	107	231	0	80	104	86	0	134	0	221	0	0	75	0	0	132	136	0	61	0	141	59	61	0	0	0	0	165	65	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	0	0	0	5320	3149	1091	523	0	355	0	251	306	313	376	453	0	220	427	99	153	156	328	0	99	171	0	86	0	246	0	0	0	130	0	144	91	0	0	0	0	0	70	0	0	0	0	0	0	96	0	0	0	0	0	0	0	85	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
216	0	0	0	8824	5169	1972	855	0	648	0	438	441	369	620	730	0	280	628	184	240	238	570	0	159	312	143	141	0	376	0	131	0	0	0	183	246	0	0	0	0	0	135	0	0	151	0	0	0	142	0	0	180	0	0	0	0	141	0	134	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	0	8524	2477	3141	1226	0	363	0	244	243	477	233	228	0	284	232	160	135	516	0	0	216	148	97	0	303	123	440	150	0	288	0	269	0	234	0	0	0	262	0	139	159	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	122	0	99	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666	1393	765	253	57	60	34	33	253	255	106	0	157	126	143	43	123	129	93	86	0	71	64	0	41	0	0	0	0	40	0	0	0	0	0
185	0	0	0	5015	1602	1870	689	0	183	0	133	101	331	157	145	0	208	150	105	0	344	0	0	98	81	80	0	272	0	260	84	0	183	123	177	0	138	228	0	0	116	0	84	93	0	0	92	85	0	0	0	0	0	0	0	67	0	0	0	78	0	68	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4011	3458	1743	445	219	92	102	88	202	143	0	0	0	174	121	59	101	0	71	60	53	0	0	0	0	0	0	0	0	0	0	5	0	0	0
217	0	0	0	12325	1976	723	413	1606	752	1149	185	465	0	0	0	741	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
190	4	0	0	5762	3038	815	297	994	530	661	258	431	137	0	0	287	94	0	167	153	0	0	304	0	0	145	119	0	0	0	0	0	0	0	0	0	0	0	94	161	0	0	0	0	66	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	0	19087	10380	2421	785	2916	1852	2087	898	1532	492	0	0	0	319	0	507	455	0	0	962	0	0	378	493	0	0	0	0	1064	0	562	0	0	0	0	339	499	0	0	0	0	283	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
193	0	0	0	8059	2585	978	335	1134	439	809	264	483	139	0	0	518	0	0	245	0	0	0	0	0	0	103	109	0	0	0	0	307	0	209	0	0	0	0	94	0	0	0	0	0	0	137	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	0	0	0	9194	3150	1128	408	1162	445	829	267	618	195	0	0	531	136	0	366	0	0	0	356	0	0	120	138	0	0	0	0	0	127	0	0	0	0	0	99	0	0	0	0	0	159	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	0	0	0	5987	1758	1187	860	1097	215	362	143	220	208	0	0	239	116	0	129	79	0	0	0	147	0	100	74	0	0	0	134	0	106	104	113	0	0	0	0	74	0	0	70	83	0	74	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
218	0	0	0	8971	1414	492	329	1107	469	729	129	319	0	0	0	532	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	1158	582	141	67	25	25	29	274	213	72	0	104	95	90	0	75	104	66	50	0	55	43	0	33	0	0	22	0	0	0	0	0	0	0
205	0	0	0	7112	1649	763	379	1164	219	636	152	216	186	0	0	590	105	0	79	83	0	0	426	0	0	76	68	0	0	0	0	0	86	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1934	1775	902	195	132	30	45	0	213	189	95	0	108	106	112	51	93	101	79	64	0	51	53	0	38	0	0	31	0	0	0	0	0	0	0
206	0	0	0	6784	1350	933	325	1155	212	778	135	234	110	0	0	711	0	0	0	0	0	0	410	0	0	77	73	0	0	0	82	251	0	0	0	0	0	173	0	70	0	0	86	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4942	3929	2075	573	269	119	157	67	214	258	308	0	63	0	0	125	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0
215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
