ColonyID,Species,Site,Pair,Bleach,Date,F0,Fm,Yield,FragVol.mL,ColorScore,BleachScore,DateBlast,BlastVolume.mL,SA.cm2,AFDW.g,BM.mgcm2,SymSlurry.cellmL,SymFrag.cells,ProtSlurry.mgmL,ProtFrag.mg,ProtHost.mgmL,ProtHostFrag.mg,ChlaSlurry.ugmL,ChlaFrag.ug,TAChost.uMCRE,alpha,beta,ik,NPumolmin,Rumolmin,GPumolmin,NP.umolcm2hr,R.umolcm2hr,GP.umolcm2hr,PR,SymSA.cellcm2,ChlProt.ugug,ChlSym.ugcell,ChlSA.ugcm2,ProtSA.mgcm2,TAC.umolmg
229,Porites compressa,13,16,Bleach,10/16/19,1816,4067,0.553,10,2,2,2/10/20,32.5,29.34812096,0.072222222,2.460880624,168090.8978,5462954.179,0.23378673,7.598068725,0.043673349,1.419383843,7.963573333,258.8161333,345.9358205,0.01183892,0.001041872,260.4667136,0.631725071,-0.10218234,0.733907411,1.291513836,-0.208904018,1.500417854,7.182331237,186143.2351,0.03406341,4.74E-05,8.81883149,0.258894555,7.920982208
230,Porites compressa,13,16,Non-bleach,10/16/19,1847,4067,0.546,8,3,1,3/9/20,25.5,26.40648994,0.085,3.218905663,237932.1211,6067269.088,0.170949411,4.359209981,0.209685864,5.346989532,36.32654667,926.3269401,913.5889742,0.011394269,0.000466023,271.4363032,0.623757695,-0.118518686,0.742276381,1.417282712,-0.26929445,1.686577162,6.262948116,229764.3156,0.212498812,0.000152676,35.07951804,0.165081008,4.356941173
237,Porites compressa,13,17,Bleach,10/16/19,1513,4067,0.628,5,2,2,3/10/20,20,14.40031256,0.066666667,4.629529143,309057.1151,6181142.302,0.156622432,3.13244864,0.169987598,3.39975196,20.25746,405.1492,1038.97267,0.007111628,0.000989172,274.3820907,0.412298336,-0.061868381,0.474166716,1.717872445,-0.257779324,1.975651768,7.664120307,429236.6764,0.129339455,6.55E-05,28.13475043,0.217526434,6.112049833
238,Porites compressa,13,17,Non-bleach,10/16/19,1465,4067,0.64,6,3,1,2/18/20,26,19.75617536,0.086666667,4.386814001,945339.2938,24578821.64,0.2349829,6.1095554,0.081916481,2.129828506,10.98628667,285.6434534,356.93868,0.010856687,0.000596893,309.2331855,0.643657527,-0.168796466,0.812453993,1.95480405,-0.512639101,2.467443151,4.813216844,1244108.295,0.046753558,1.16E-05,14.45843885,0.309247883,4.357348798
239,Porites compressa,13,18,Bleach,10/16/19,1907,4067,0.531,6,2,1,9/19/20,27.5,21.026454,0.091666667,4.35958753,795677.1518,21881121.67,0.217852812,5.99095233,0.208259719,5.727142273,16.3879,450.66725,817.2931656,0.008162292,0.000712099,290.2005271,0.476920001,-0.096305748,0.573225749,1.360914211,-0.274813093,1.635727304,5.952144715,1040647.257,0.075224643,2.06E-05,21.43334535,0.284924521,3.924393874
240,Porites compressa,13,18,Non-bleach,10/16/19,1537,3902,0.606,6,3,1,2/24/20,25,20.86931426,0.086111111,4.126207025,1256529.216,31413230.4,0.205872484,5.1468121,0.150445732,3.7611433,25.35500667,633.8751668,576.2858526,0.009886736,0.000338645,355.4758812,0.700257181,-0.150250897,0.850508078,2.013263605,-0.431976525,2.44524013,5.660585698,1505235.391,0.123158793,2.02E-05,30.37355032,0.246621045,3.830523106
243,Porites compressa,13,19,Bleach,10/16/19,1805,4067,0.556,4,1,5,10/7/20,25,13.7480765,0.038888889,2.828678535,778621.6421,19465541.05,0.169068766,4.22671915,0.096735979,2.418399475,5.464153333,136.6038333,4365.483473,0.00483426,0.000907706,366.1693651,0.365848552,-0.066069979,0.431918531,1.596653403,-0.2883457,1.884999103,6.537288754,1415873.781,0.032319118,7.02E-06,9.936214226,0.307440765,45.12781613
244,Porites compressa,13,19,Non-bleach,10/16/19,1283,3207,0.6,4,3,1,9/10/20,17.5,14.55964856,0.048611111,3.338755802,1114906.068,19510856.19,0.284595446,4.980420305,0.036279302,0.634887785,8.445641667,147.7987292,1093.842917,0.007914563,0.000630612,349.5100173,0.531176959,-0.143780489,0.674957448,2.188968877,-0.592516318,2.781485194,4.694360498,1340063.677,0.029675955,7.58E-06,10.15125665,0.342070091,30.15060535
247,Porites compressa,13,20,Bleach,10/16/19,2037,4067,0.499,5,3,1,3/3/20,18,14.40031256,0.052,3.611032732,207965.1685,3743373.033,0.130950852,2.357115336,0.106102126,1.909838268,25.46723333,458.4101999,1520.351109,0.005394602,0.000512834,454.5266044,0.513845098,-0.081988503,0.595833601,2.140974772,-0.341611348,2.48258612,7.267282344,259950.8182,0.194479325,0.000122459,31.8333507,0.163685012,14.32912955
248,Porites compressa,13,20,Non-bleach,10/16/19,2154,4067,0.47,2,3,1,2/11/20,12.5,9.21031296,0.036111111,3.920725742,348581.5357,4357269.196,0.207897945,2.598724313,0.225942387,2.824279838,13.86884667,173.3605834,354.39586,0.005141586,0.000538314,451.5998355,-0.084161558,0.57119709,3.172762103,3.172762105,-0.548265136,3.721027241,473085.9,473085.9,3.98E-05,18.82244221,18.82244221,0.282153747,1.568523129
3,Montipora capitata,13,1,Bleach,10/30/19,929,3034,0.694,12,2,2,9/28/20,30.5,58.22888914,0.155888889,2.677174358,831694.8953,25366694.31,0.227082125,6.926004813,0.283086644,8.634142642,9.3428,284.9554,2832.334141,0.014415297,0.000505964,236.6297808,-0.190765252,0.805016902,0.63293495,0.63293495,-0.196567636,0.829502586,435637.6136,435637.6136,1.12E-05,4.893711768,4.893711768,0.118944478,10.00518464
4,Montipora capitata,13,1,Non-bleach,10/30/19,1217,3604,0.662,11.5,3,1,2/4/20,25,50.28343394,0.127777778,2.541150589,1624241.708,40606042.7,0.136904985,3.422624625,0.034671008,0.8667752,13.55026667,338.7566668,74.985699,0.011812124,0.000386622,380.4489389,-0.274425632,1.062809725,0.940728225,0.940728225,-0.327454524,1.268182749,807543.1513,807543.1513,8.34E-06,6.736943766,6.736943766,0.068066645,2.162778163
11,Montipora capitata,13,2,Bleach,10/30/19,1421,4067,0.651,4,2,2,10/17/20,29.5,25.00073314,0.062277778,2.49103806,1212005.793,35754170.89,0.141785878,4.182683401,0.112377077,3.315123772,3.917046667,115.5528767,1619.010668,0.008389888,0.000932851,275.3832212,-0.10027042,0.563745989,1.112308749,1.112308748,-0.240641951,1.352950699,1430124.896,1430124.896,3.23E-06,4.621979526,4.621979526,0.16730243,14.40694767
12,Montipora capitata,13,2,Non-bleach,10/30/19,1579,4067,0.612,2.5,3,1,9/28/20,17.5,18.07763096,0.050555556,2.796580795,908851.4947,15904901.16,0.196297968,3.43521444,0.247441174,4.330220545,5.1128,89.474,1888.008122,0.005832398,0.000711073,367.8174895,-0.11143588,0.526660837,1.378139504,1.378139505,-0.3698578,1.747997305,879811.1431,879811.1431,5.63E-06,4.949431715,4.949431715,0.190025698,7.63012918
19,Montipora capitata,13,3,Bleach,10/30/19,1167,3754,0.689,8,2,3,9/28/20,30,29.24000594,0.07,2.393980362,599243.46,17977303.8,0.212002809,6.36008427,0.275173357,8.25520071,7.09904,212.9712,1209.920651,0.012394192,0.001249298,263.0173052,-0.170864999,0.782372875,1.254803868,1.254803868,-0.350612102,1.60541597,614818.7465,614818.7465,1.18E-05,7.283555292,7.283555292,0.217513098,4.396939675
20,Montipora capitata,13,3,Non-bleach,10/30/19,1488,4067,0.634,9.5,3,2,2/3/20,39,49.62115,0.091,1.833895426,1147670.551,44759151.49,0.123409848,4.812984072,0.080132502,3.125167578,6.872513333,268.02802,77.2258992,0.013979598,0.002454227,246.4605873,-0.161974494,0.821732654,0.797754377,0.797754377,-0.195853374,0.993607751,902017.6173,902017.6173,5.99E-06,5.401487471,5.401487471,0.09699461,0.963727542
26,Porites compressa,13,4,Non-bleach,10/30/19,1581,4067,0.611,6,3,2,2/4/20,27.5,22.42490914,0.064166667,2.861401412,868236.2681,23876497.37,0.122013737,3.355377768,0.0966192,2.657028,19.74570667,543.0069334,290.98328,0.010331332,0.000548054,311.6294854,-0.174159285,0.779130537,1.618658738,1.618658737,-0.465979909,2.084638647,1064731.064,1064731.064,2.27E-05,24.21445411,24.21445411,0.149627263,3.011650686
27,Porites compressa,13,4,Bleach,10/30/19,1972,4067,0.515,4,3,1,10/7/20,28.5,15.82873784,0.050666667,3.200929043,879458.7451,25064574.24,0.151409618,4.315174113,0.096735979,2.756975402,8.642613333,246.31448,4167.961444,0.003610518,0.000147026,1041.466742,-0.082874952,0.917497198,3.163697274,3.163697274,-0.314143629,3.477840902,1583485.335,1583485.335,9.83E-06,15.56122051,15.56122051,0.272616437,43.08594885
35,Porites compressa,13,5,Bleach,10/30/19,1690,4067,0.584,4,2,2,10/17/20,27.5,17.40979456,0.048888889,2.808125548,976017.7369,26840487.76,0.21653462,5.95470205,0.100596168,2.76639462,13.17042667,362.1867334,3897.242123,0.004668246,0.000877182,402.867366,-0.076624973,0.458886889,1.317402964,1.317402964,-0.264075394,1.581478358,1541688.942,1541688.942,1.35E-05,20.80361903,20.80361903,0.342031724,38.74145706
36,Porites compressa,13,5,Non-bleach,10/30/19,1851,4067,0.545,4.5,3,1,3/10/20,25,18.26791864,0.063888889,3.497327208,191331.059,4783276.475,0.162344889,4.058622225,0.096191437,2.404785925,17.39727333,434.9318333,6284.525595,0.005808617,0.001130607,304.411348,-0.079764593,0.430558875,1.152165021,1.152165022,-0.261982533,1.414147555,261840.255,261840.255,9.09E-05,23.80850506,23.80850506,0.222172121,65.33352439
41,Porites compressa,13,6,Bleach,10/30/19,1048,3233,0.676,6,3,1,9/28/20,26.5,26.1362965,0.058888889,2.253145884,1271677.171,33699445.03,0.282388249,7.483288599,0.242706817,6.431730651,17.16112,454.76968,4781.088086,0.012489944,0.000311822,342.3444334,-0.252538898,1.034758798,1.795709427,1.795709427,-0.579742959,2.375452386,1289373.383,1289373.383,1.35E-05,17.3999281,17.3999281,0.286317864,19.69902677
42,Porites compressa,13,6,Non-bleach,10/30/19,1667,4067,0.59,5,3,1,9/28/20,25,17.86544626,0.088888889,4.975464234,1616781.869,40419546.73,0.285173,7.129325,0.34141712,8.535428,16.47934,411.9835,849.0697753,0.00897257,0.0003361,439.266506,-0.221358998,0.957747922,2.473116812,2.473116811,-0.743420548,3.216537359,2262442.602,2262442.602,1.02E-05,23.06035315,23.06035315,0.399056642,2.486898651
43,Porites compressa,13,7,Bleach,10/30/19,1671,4067,0.589,6.5,3,1,9/28/20,23,17.76141394,0.061333333,3.453178533,1234555.429,28394774.87,0.2977273,6.8477279,0.226590155,5.211573565,14.64414,336.81522,960.9871811,0.009074608,0.00036209,438.6958715,-0.19274798,0.961409825,2.596623831,2.59662383,-0.651123771,3.247747601,1598677.615,1598677.615,1.19E-05,18.96331121,18.96331121,0.38553957,4.241080911
44,Porites compressa,13,7,Non-bleach,10/30/19,1664,4067,0.591,4,1,3,9/28/20,30,15.5167965,0.05,3.222314606,758856.5631,22765696.89,0.174549611,5.23648833,0.1380127,4.140381,4.76478,142.9434,979.3961457,0.003126302,0.000577999,598.4727362,-0.040901304,0.456525589,1.607126645,1.607126646,-0.158156242,1.765282888,1467164.752,1467164.752,6.28E-06,9.212172113,9.212172113,0.337472257,7.096420443
45,Porites compressa,13,8,Bleach,10/30/19,1596,4067,0.608,5,2,2,10/17/20,15,17.14447506,0.016666667,0.972130474,383900.9776,5758514.664,0.108416697,1.626250455,0.05603188,0.8404782,1.82514,27.3771,1401.683942,0.006577813,0.000473708,415.6583243,-0.102961207,0.664391823,1.964821719,1.96482172,-0.360330216,2.325151937,335881.6554,335881.6554,4.75E-06,1.596846792,1.596846792,0.094855658,25.01582924
46,Porites compressa,13,8,Non-bleach,10/30/19,1872,4067,0.54,7,3,1,9/28/20,29,25.57377176,0.083777778,3.275925763,1005133.4,29148868.6,0.26571863,7.70584027,0.172231124,4.994702596,12.52888667,363.3377134,3402.148479,0.008334272,0.000407099,424.481234,-0.16530343,0.852595837,1.612493644,1.612493644,-0.387827259,2.000320903,1139795.446,1139795.446,1.25E-05,14.20743552,14.20743552,0.301318098,19.75338952
201,Montipora capitata,13,9,Bleach,10/30/19,1102,3670,0.7,8.5,2,3,9/28/20,31,58.19571776,0.117111111,2.01236647,582504.504,18057639.62,0.188128445,5.831981795,0.292826846,9.077632226,7.878986667,244.2485867,958.3339081,0.00342605,0.000193055,916.6870443,-0.055824094,0.752177448,0.71794288,0.71794288,-0.057554847,0.775497727,310291.5526,310291.5526,1.35E-05,4.19701992,4.19701992,0.100213246,3.272698256
202,Montipora capitata,13,9,Non-bleach,10/30/19,1408,4067,0.654,6,3,1,9/28/20,30,23.36801464,0.063333333,2.710257346,652917.4146,19587522.44,0.142149311,4.26447933,0.167104638,5.01313914,3.951733333,118.552,520.6858203,0.00688746,0.001523099,283.0800626,-0.077058995,0.471828031,1.013613802,1.013613803,-0.197857617,1.21147142,838219.367,838219.367,6.05E-06,5.073259403,5.073259403,0.182492154,3.115926802
203,Montipora capitata,13,10,Bleach,10/30/19,1297,4024,0.678,5,2,2,9/28/20,21,18.79862674,0.072333333,3.847798796,754199.412,15838187.65,0.196979514,4.136569794,0.323123419,6.785591799,7.584493333,159.27436,649.7389545,0.005368322,0.000932674,329.3434278,-0.079006297,0.429629241,1.119091144,1.119091142,-0.252166175,1.371257317,842518.3323,842518.3323,1.01E-05,8.472659317,8.472659317,0.220046382,2.010807377
204,Montipora capitata,13,10,Non-bleach,10/30/19,1560,4067,0.616,4,3,1,9/28/20,30,22.70638016,0.08,3.523238818,131037.1805,3931115.415,0.16439587,4.9318761,0.221923126,6.65769378,5.489646667,164.6894,435.7176795,0.012163039,0.000759349,290.3262073,-0.160655706,0.861624752,1.852261015,1.852261014,-0.424521314,2.276782329,173128.2304,173128.2304,4.19E-05,7.253001088,7.253001088,0.217202217,1.963372125
209,Montipora capitata,13,11,Bleach,10/30/19,1289,4023,0.68,5.5,2,3,10/7/20,32.5,26.90048696,0.072222222,2.684792373,721481.7289,23448156.19,0.172768175,5.614965688,0.15859567,5.154359275,7.523446667,244.5120167,463.9455236,0.008155209,0.001632141,314.5690472,-0.096973657,0.622103759,1.171272705,1.171272704,-0.216294204,1.387566909,871662.8894,871662.8894,1.04E-05,9.089501505,9.089501505,0.208731005,2.925335374
210,Montipora capitata,13,11,Non-bleach,10/30/19,1269,4067,0.688,8,3,2,2/3/20,32.5,36.75918264,0.072222222,1.964739612,155933.0578,5067824.379,0.150324807,4.885556228,0.149642028,4.86336591,9.852246667,320.1980167,84.098256,0.017091287,0.00048591,320.2649834,-0.255341499,1.31369778,1.727496976,1.727496976,-0.41677994,2.144276916,137865.535,137865.535,6.32E-05,8.710694681,8.710694681,0.132907096,0.561996233
211,Montipora capitata,13,12,Bleach,10/30/19,215,422,0.491,5,2,3,2/3/20,30,25.1080965,0.066666667,2.655186014,310291.2787,9308738.361,0.067815186,2.03445558,0.117816122,3.53448366,8.209851,246.29553,74.9028556,0.001540216,0.002155096,672.0118613,-0.04699224,0.251515551,0.488742691,0.488742693,-0.112295824,0.601038517,370746.4786,370746.4786,2.65E-05,9.809406699,9.809406699,0.08102787,0.635760661
212,Montipora capitata,13,12,Non-bleach,10/30/19,1265,4067,0.689,7,3,1,9/28/20,32,37.17358784,0.131555556,3.538952337,1118037.685,35777205.92,0.134090904,4.290908928,0.257637421,8.244397472,7.675933333,245.6298667,1347.117792,0.008972249,0.002389921,269.2799008,-0.090777579,0.582267163,0.793288375,0.793288375,-0.146519479,0.939807854,962436.1811,962436.1811,6.87E-06,6.607644862,6.607644862,0.115428969,5.228734967
217,Montipora capitata,13,13,Bleach,10/30/19,1285,3761,0.658,4.5,3,1,9/28/20,37,26.41875904,0.106888889,4.045946622,1208462.073,44713096.7,0.188808602,6.985918274,0.215734684,7.982183308,6.07202,224.66474,861.6987411,0.008620894,0.000733824,294.7893467,-0.134418567,0.618818167,1.100126465,1.100126466,-0.30527982,1.405406287,1692475.284,1692475.284,5.02E-06,8.503985356,8.503985356,0.26443022,3.994252223
218,Montipora capitata,13,13,Non-bleach,10/30/19,1213,3447,0.648,5,3,2,10/17/20,30.5,20.73753016,0.071166667,3.431781226,1083911.335,33059295.72,0.134285727,4.095714674,0.094286072,2.875725196,5.554006667,169.3972033,678.6783199,0.014151153,0.000801203,338.9164715,-0.20480088,1.165442299,2.779428635,2.779428634,-0.592551414,3.371980047,1594177.101,1594177.101,5.12E-06,8.168629629,8.168629629,0.19750253,7.198076084
219,Montipora capitata,13,14,Bleach,10/30/19,733,1865,0.607,4,2,3,9/28/20,24.5,30.47606274,0.054444444,1.786465821,431904.1826,10581652.47,0.205850144,5.043328528,0.315804122,7.737200989,3.146893333,77.09888666,620.8944586,0.003380872,0.001200018,433.5502367,-0.037445161,0.357649797,0.630405519,0.630405519,-0.073720469,0.704125989,347211.927,347211.927,7.29E-06,2.529817822,2.529817822,0.165484911,1.966074587
220,Montipora capitata,13,14,Non-bleach,10/30/19,1125,3224,0.651,14.5,3,1,2/4/20,17,45.54765184,0.037777778,0.829412193,1067795.498,18152523.47,0.122013737,2.074233529,0.082294543,1.399007231,8.53392,145.07664,79.9928656,0.014234705,0.002529843,289.2450486,-0.158132924,0.961393739,1.058136851,1.058136851,-0.208308773,1.266445623,398539.1724,398539.1724,7.99E-06,3.185161784,3.185161784,0.045539857,0.972031227
221,Montipora capitata,13,15,Bleach,10/30/19,1506,4067,0.63,4,2,3,2/3/20,27.5,25.75468216,0.061111111,2.372815581,117908.8195,3242492.536,0.124804412,3.43212133,0.075074202,2.064540555,4.63546,127.47515,57.01885,0.015787748,0.001197172,276.2992422,-0.203137322,1.064362845,2.006374261,2.00637426,-0.473243633,2.479617893,125899.1478,125899.1478,3.93E-05,4.949591271,4.949591271,0.133262034,0.759499914
222,Montipora capitata,13,15,Non-bleach,10/30/19,1167,3452,0.662,5,3,1,9/28/20,30.5,35.377526,0.108444444,3.065348449,1120806.208,34184589.34,0.184729396,5.634246578,0.290981538,8.874936909,4.985226667,152.0494133,700.4451021,0.008596729,0.000839572,322.4406825,-0.124214207,0.673580245,0.931720391,0.93172039,-0.210666297,1.142386687,966279.8167,966279.8167,4.45E-06,4.297909732,4.297909732,0.159260616,2.407180562
229,Porites compressa,13,16,Bleach,10/30/19,1890,4067,0.535,4,3,1,10/7/20,30,14.22309016,0.046666667,3.281049768,1100365.679,33010970.37,0.148608199,4.45824597,0.067382,2.02146,11.06718,332.0154,1409.502824,0.00493689,0.00078624,447.6504401,-0.09892807,0.539240239,1.857453608,1.85745361,-0.417327327,2.274780937,2320942.214,2320942.214,1.01E-05,23.34340824,23.34340824,0.313451291,20.91809124
230,Porites compressa,13,16,Non-bleach,10/30/19,2093,4067,0.485,7,3,1,9/28/20,25.5,25.15349504,0.056666667,2.252834709,1185621.238,30233341.57,0.24359618,6.21170259,0.223899502,5.709437301,15.62980667,398.5600701,1864.980291,0.017718034,0.000366321,368.6954865,-0.439235008,1.574346759,2.707643804,2.707643805,-1.047731159,3.755374964,1201953.904,1201953.904,1.32E-05,15.84511693,15.84511693,0.246951868,8.329541934
237,Porites compressa,13,17,Bleach,10/30/19,1621,4067,0.601,5,2,2,10/7/20,25,18.53997154,0.069444444,3.74566079,1815454.883,45386372.08,0.236477118,5.91192795,0.138511203,3.462780075,18.62464667,465.6161668,3615.53099,0.015314548,0.002056868,260.5366969,-0.183400177,0.969570425,2.54424419,2.544244192,-0.593528991,3.137773183,2448028.142,2448028.142,1.03E-05,25.11417916,25.11417916,0.318874705,26.10280549
238,Porites compressa,13,17,Non-bleach,10/30/19,1722,4067,0.577,2,3,1,10/17/20,21,8.25326434,0.021,2.544447765,751099.0784,15773080.65,0.132618403,2.784986463,0.056835724,1.193550204,5.045173333,105.94864,1832.38845,0.003823694,0.001062432,409.8592795,-0.068715282,0.385525411,2.303162356,2.303162356,-0.499549845,2.802712201,1911132.371,1911132.371,6.72E-06,12.83718001,12.83718001,0.337440599,32.24008284
239,Porites compressa,13,18,Bleach,10/30/19,1703,4067,0.581,6,2,2,2/4/20,26,14.67462784,0.083777778,5.709022313,127057.2518,3303488.547,0.131686958,3.423860908,0.020441655,0.53148303,11.82570667,307.4683734,216.002885,0.00349415,0.000638339,579.4108335,-0.072402043,0.489940704,1.707186031,1.707186031,-0.296029489,2.00321552,225115.6611,225115.6611,9.31E-05,20.95237963,20.95237963,0.233318415,10.56680024
240,Porites compressa,13,18,Non-bleach,10/30/19,1673,4067,0.589,6,3,1,10/17/20,33.5,19.99569856,0.070722222,3.536871793,870417.6305,29158990.62,0.179217696,6.003792816,0.08160965,2.733923275,12.01962,402.65727,1543.331004,0.007116591,0.000874069,340.5519238,-0.108896878,0.586503639,1.433128509,1.433128508,-0.326760912,1.75988942,1458263.163,1458263.163,1.38E-05,20.13719445,20.13719445,0.300254217,18.91113372
243,Porites compressa,13,19,Bleach,10/30/19,1786,4067,0.561,4,3,1,2/4/20,29.5,13.91693026,0.062277778,4.474965141,145839.8138,4302274.507,0.077244365,2.278708768,0.078689207,2.321331607,1.02138,30.13071,230.3572,0.007911313,0.000809715,329.5582623,-0.142884452,0.63616621,2.126683462,2.126683464,-0.616017109,2.742700573,309139.6182,309139.6182,7.00E-06,2.16503995,2.16503995,0.163736451,2.927430695
244,Porites compressa,13,19,Non-bleach,10/30/19,1723,4067,0.576,7,3,2,9/28/20,23,29.9750565,0.071555556,2.387169998,1240773.387,28537787.9,0.306817618,7.056805214,0.253550545,5.831662535,16.99167333,390.8084866,4186.945085,0.007374732,0.00060694,366.1579773,-0.128630183,0.650776385,1.045161403,1.045161404,-0.257474443,1.302635847,952051.1796,952051.1796,1.37E-05,13.03778982,13.03778982,0.235422583,16.5132561
247,Porites compressa,13,20,Bleach,10/30/19,1384,3934,0.648,3.5,3,1,10/7/20,28,13.9982,0.087111111,6.223022325,119577.6838,2989442.095,0.162579478,4.06448695,0.12680323,3.17008075,6.00855,168.2394,19.90787221,0.010073045,0.003213554,305.5506945,-0.108464191,0.752528431,2.760630252,2.760630252,-0.464906309,3.22553656,213559.0358,213559.0358,5.63E-05,12.01864525,12.01864525,0.290357828,0.175837925
248,Porites compressa,13,20,Non-bleach,10/30/19,1799,4067,0.558,7,3,1,2/3/20,35,37.54156216,0.108888889,2.900489021,72809.85303,2548344.856,0.206297531,7.220413585,0.33372126,11.6802441,18.70999333,654.8497666,288.938567,0.017840771,0.002198957,301.7177478,-0.179261484,1.297273416,1.786838696,1.786838695,-0.286500838,2.073339534,67880.62908,67880.62908,0.000256971,17.44332758,17.44332758,0.192331197,0.865808091
3,Montipora capitata,13,1,Bleach,1/24/20,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Montipora capitata,13,1,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Montipora capitata,13,2,Bleach,1/24/20,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Montipora capitata,13,2,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Montipora capitata,13,3,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Montipora capitata,13,3,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Porites compressa,13,4,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Porites compressa,13,4,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Porites compressa,13,5,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Porites compressa,13,5,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Porites compressa,13,6,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Porites compressa,13,6,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Porites compressa,13,7,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Porites compressa,13,7,Non-bleach,1/24/20,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Porites compressa,13,8,Bleach,1/24/20,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Porites compressa,13,8,Non-bleach,1/24/20,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Montipora capitata,13,9,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Montipora capitata,13,9,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Montipora capitata,13,10,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Montipora capitata,13,10,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Montipora capitata,13,11,Bleach,1/24/20,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Montipora capitata,13,11,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Montipora capitata,13,12,Bleach,1/24/20,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Montipora capitata,13,12,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Montipora capitata,13,13,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Montipora capitata,13,13,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Montipora capitata,13,14,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Montipora capitata,13,14,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Montipora capitata,13,15,Bleach,1/24/20,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Montipora capitata,13,15,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Porites compressa,13,16,Bleach,1/24/20,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Porites compressa,13,16,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Porites compressa,13,17,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Porites compressa,13,17,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Porites compressa,13,18,Bleach,1/24/20,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Porites compressa,13,18,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Porites compressa,13,19,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Porites compressa,13,19,Non-bleach,1/24/20,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Porites compressa,13,20,Bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Porites compressa,13,20,Non-bleach,1/24/20,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
