ColonyID,Species,Site,Bleach,Date,Score
35,Porites compressa,13,Bleach,12/14/15,1
36,Porites compressa,13,Non-bleach,12/14/15,1
41,Porites compressa,13,Bleach,12/14/15,1
42,Porites compressa,13,Non-bleach,12/14/15,1
43,Porites compressa,13,Bleach,12/14/15,1
44,Porites compressa,13,Non-bleach,12/14/15,1
45,Porites compressa,13,Bleach,12/14/15,3
46,Porites compressa,13,Non-bleach,12/14/15,1
201,Montipora capitata,13,Bleach,12/14/15,3
202,Montipora capitata,13,Non-bleach,12/14/15,1
203,Montipora capitata,13,Bleach,12/14/15,4
204,Montipora capitata,13,Non-bleach,12/14/15,1
209,Montipora capitata,13,Non-bleach,12/14/15,2
210,Montipora capitata,13,Bleach,12/14/15,1
211,Montipora capitata,13,Bleach,12/14/15,5
212,Montipora capitata,13,Non-bleach,12/14/15,1
217,Montipora capitata,13,Bleach,12/14/15,
218,Montipora capitata,13,Non-bleach,12/14/15,
219,Montipora capitata,13,Bleach,12/14/15,2
220,Montipora capitata,13,Non-bleach,12/14/15,1
221,Montipora capitata,13,Bleach,12/14/15,3
222,Montipora capitata,13,Non-bleach,12/14/15,1
229,Porites compressa,13,Bleach,12/14/15,1
230,Porites compressa,13,Non-bleach,12/14/15,1
237,Porites compressa,13,Bleach,12/14/15,2
238,Porites compressa,13,Non-bleach,12/14/15,1
239,Porites compressa,13,Bleach,12/14/15,2
240,Porites compressa,13,Non-bleach,12/14/15,1
243,Porites compressa,13,Bleach,12/14/15,3
244,Porites compressa,13,Non-bleach,12/14/15,1
247,Porites compressa,13,Bleach,12/14/15,2
248,Porites compressa,13,Non-bleach,12/14/15,1
3,Montipora capitata,13,Bleach,2/4/16,3
4,Montipora capitata,13,Non-bleach,2/4/16,1
11,Montipora capitata,13,Bleach,2/4/16,2
12,Montipora capitata,13,Non-bleach,2/4/16,1
19,Montipora capitata,13,Bleach,2/4/16,3
20,Montipora capitata,13,Non-bleach,2/4/16,1
26,Porites compressa,13,Non-bleach,2/4/16,1
27,Porites compressa,13,Bleach,2/4/16,1
35,Porites compressa,13,Bleach,2/4/16,1
36,Porites compressa,13,Non-bleach,2/4/16,1
41,Porites compressa,13,Bleach,2/4/16,1
42,Porites compressa,13,Non-bleach,2/4/16,1
43,Porites compressa,13,Bleach,2/4/16,1
44,Porites compressa,13,Non-bleach,2/4/16,1
45,Porites compressa,13,Bleach,2/4/16,3
46,Porites compressa,13,Non-bleach,2/4/16,1
201,Montipora capitata,13,Bleach,2/4/16,3
202,Montipora capitata,13,Non-bleach,2/4/16,1
203,Montipora capitata,13,Bleach,2/4/16,3
204,Montipora capitata,13,Non-bleach,2/4/16,1
209,Montipora capitata,13,Non-bleach,2/4/16,1
210,Montipora capitata,13,Bleach,2/4/16,1
211,Montipora capitata,13,Bleach,2/4/16,4
212,Montipora capitata,13,Non-bleach,2/4/16,1
217,Montipora capitata,13,Bleach,2/4/16,1
218,Montipora capitata,13,Non-bleach,2/4/16,1
219,Montipora capitata,13,Bleach,2/4/16,2
220,Montipora capitata,13,Non-bleach,2/4/16,1
221,Montipora capitata,13,Bleach,2/4/16,1
222,Montipora capitata,13,Non-bleach,2/4/16,1
229,Porites compressa,13,Bleach,2/4/16,1
230,Porites compressa,13,Non-bleach,2/4/16,1
237,Porites compressa,13,Bleach,2/4/16,1
238,Porites compressa,13,Non-bleach,2/4/16,1
239,Porites compressa,13,Bleach,2/4/16,2
240,Porites compressa,13,Non-bleach,2/4/16,1
243,Porites compressa,13,Bleach,2/4/16,2
244,Porites compressa,13,Non-bleach,2/4/16,1
247,Porites compressa,13,Bleach,2/4/16,2
248,Porites compressa,13,Non-bleach,2/4/16,1
3,Montipora capitata,13,Bleach,3/24/16,4
4,Montipora capitata,13,Non-bleach,3/24/16,2
11,Montipora capitata,13,Bleach,3/24/16,3
12,Montipora capitata,13,Non-bleach,3/24/16,2
19,Montipora capitata,13,Bleach,3/24/16,2
20,Montipora capitata,13,Non-bleach,3/24/16,1
26,Porites compressa,13,Non-bleach,3/24/16,1
27,Porites compressa,13,Bleach,3/24/16,1
35,Porites compressa,13,Bleach,3/24/16,2
36,Porites compressa,13,Non-bleach,3/24/16,1
41,Porites compressa,13,Bleach,3/24/16,2
42,Porites compressa,13,Non-bleach,3/24/16,1
43,Porites compressa,13,Bleach,3/24/16,1
44,Porites compressa,13,Non-bleach,3/24/16,1
45,Porites compressa,13,Bleach,3/24/16,3
46,Porites compressa,13,Non-bleach,3/24/16,1
201,Montipora capitata,13,Bleach,3/24/16,2
202,Montipora capitata,13,Non-bleach,3/24/16,1
203,Montipora capitata,13,Bleach,3/24/16,3
204,Montipora capitata,13,Non-bleach,3/24/16,1
209,Montipora capitata,13,Non-bleach,3/24/16,
210,Montipora capitata,13,Bleach,3/24/16,
211,Montipora capitata,13,Bleach,3/24/16,3
212,Montipora capitata,13,Non-bleach,3/24/16,1
217,Montipora capitata,13,Bleach,3/24/16,
218,Montipora capitata,13,Non-bleach,3/24/16,
219,Montipora capitata,13,Bleach,3/24/16,
220,Montipora capitata,13,Non-bleach,3/24/16,
221,Montipora capitata,13,Bleach,3/24/16,
222,Montipora capitata,13,Non-bleach,3/24/16,
229,Porites compressa,13,Bleach,3/24/16,
230,Porites compressa,13,Non-bleach,3/24/16,
237,Porites compressa,13,Bleach,3/24/16,
238,Porites compressa,13,Non-bleach,3/24/16,
239,Porites compressa,13,Bleach,3/24/16,
240,Porites compressa,13,Non-bleach,3/24/16,
243,Porites compressa,13,Bleach,3/24/16,
244,Porites compressa,13,Non-bleach,3/24/16,
247,Porites compressa,13,Bleach,3/24/16,
248,Porites compressa,13,Non-bleach,3/24/16,
3,Montipora capitata,13,Bleach,5/31/16,4
4,Montipora capitata,13,Non-bleach,5/31/16,1
11,Montipora capitata,13,Bleach,5/31/16,3
12,Montipora capitata,13,Non-bleach,5/31/16,1
19,Montipora capitata,13,Bleach,5/31/16,2
20,Montipora capitata,13,Non-bleach,5/31/16,1
26,Porites compressa,13,Non-bleach,5/31/16,2
27,Porites compressa,13,Bleach,5/31/16,1
35,Porites compressa,13,Bleach,5/31/16,4
36,Porites compressa,13,Non-bleach,5/31/16,2
41,Porites compressa,13,Bleach,5/31/16,1
42,Porites compressa,13,Non-bleach,5/31/16,1
43,Porites compressa,13,Bleach,5/31/16,1
44,Porites compressa,13,Non-bleach,5/31/16,1
45,Porites compressa,13,Bleach,5/31/16,2
46,Porites compressa,13,Non-bleach,5/31/16,1
201,Montipora capitata,13,Bleach,5/31/16,4
202,Montipora capitata,13,Non-bleach,5/31/16,1
203,Montipora capitata,13,Bleach,5/31/16,2
204,Montipora capitata,13,Non-bleach,5/31/16,1
209,Montipora capitata,13,Non-bleach,5/31/16,2
210,Montipora capitata,13,Bleach,5/31/16,2
211,Montipora capitata,13,Bleach,5/31/16,3
212,Montipora capitata,13,Non-bleach,5/31/16,1
217,Montipora capitata,13,Bleach,5/31/16,
218,Montipora capitata,13,Non-bleach,5/31/16,
219,Montipora capitata,13,Bleach,5/31/16,
220,Montipora capitata,13,Non-bleach,5/31/16,
221,Montipora capitata,13,Bleach,5/31/16,
222,Montipora capitata,13,Non-bleach,5/31/16,
229,Porites compressa,13,Bleach,5/31/16,
230,Porites compressa,13,Non-bleach,5/31/16,
237,Porites compressa,13,Bleach,5/31/16,
238,Porites compressa,13,Non-bleach,5/31/16,
239,Porites compressa,13,Bleach,5/31/16,
240,Porites compressa,13,Non-bleach,5/31/16,
243,Porites compressa,13,Bleach,5/31/16,
244,Porites compressa,13,Non-bleach,5/31/16,
247,Porites compressa,13,Bleach,5/31/16,
248,Porites compressa,13,Non-bleach,5/31/16,
3,Montipora capitata,13,Bleach,9/20/16,3
4,Montipora capitata,13,Non-bleach,9/20/16,1
11,Montipora capitata,13,Bleach,9/20/16,4
12,Montipora capitata,13,Non-bleach,9/20/16,1
19,Montipora capitata,13,Bleach,9/20/16,4
20,Montipora capitata,13,Non-bleach,9/20/16,1
26,Porites compressa,13,Non-bleach,9/20/16,1
27,Porites compressa,13,Bleach,9/20/16,1
35,Porites compressa,13,Bleach,9/20/16,2
36,Porites compressa,13,Non-bleach,9/20/16,1
41,Porites compressa,13,Bleach,9/20/16,1
42,Porites compressa,13,Non-bleach,9/20/16,1
43,Porites compressa,13,Bleach,9/20/16,2
44,Porites compressa,13,Non-bleach,9/20/16,1
45,Porites compressa,13,Bleach,9/20/16,2
46,Porites compressa,13,Non-bleach,9/20/16,1
201,Montipora capitata,13,Bleach,9/20/16,4
202,Montipora capitata,13,Non-bleach,9/20/16,1
203,Montipora capitata,13,Bleach,9/20/16,3
204,Montipora capitata,13,Non-bleach,9/20/16,1
209,Montipora capitata,13,Non-bleach,9/20/16,2
210,Montipora capitata,13,Bleach,9/20/16,2
211,Montipora capitata,13,Bleach,9/20/16,3
212,Montipora capitata,13,Non-bleach,9/20/16,1
217,Montipora capitata,13,Bleach,9/20/16,
218,Montipora capitata,13,Non-bleach,9/20/16,
219,Montipora capitata,13,Bleach,9/20/16,
220,Montipora capitata,13,Non-bleach,9/20/16,
221,Montipora capitata,13,Bleach,9/20/16,
222,Montipora capitata,13,Non-bleach,9/20/16,
229,Porites compressa,13,Bleach,9/20/16,
230,Porites compressa,13,Non-bleach,9/20/16,
237,Porites compressa,13,Bleach,9/20/16,
238,Porites compressa,13,Non-bleach,9/20/16,
239,Porites compressa,13,Bleach,9/20/16,
240,Porites compressa,13,Non-bleach,9/20/16,
243,Porites compressa,13,Bleach,9/20/16,
244,Porites compressa,13,Non-bleach,9/20/16,
247,Porites compressa,13,Bleach,9/20/16,
248,Porites compressa,13,Non-bleach,9/20/16,
3,Montipora capitata,13,Bleach,6/8/17,2
4,Montipora capitata,13,Non-bleach,6/8/17,1
11,Montipora capitata,13,Bleach,6/8/17,2
12,Montipora capitata,13,Non-bleach,6/8/17,1
19,Montipora capitata,13,Bleach,6/8/17,
20,Montipora capitata,13,Non-bleach,6/8/17,1
26,Porites compressa,13,Non-bleach,6/8/17,
27,Porites compressa,13,Bleach,6/8/17,
35,Porites compressa,13,Bleach,6/8/17,
36,Porites compressa,13,Non-bleach,6/8/17,
41,Porites compressa,13,Bleach,6/8/17,1
42,Porites compressa,13,Non-bleach,6/8/17,1
43,Porites compressa,13,Bleach,6/8/17,1
44,Porites compressa,13,Non-bleach,6/8/17,
45,Porites compressa,13,Bleach,6/8/17,2
46,Porites compressa,13,Non-bleach,6/8/17,1
201,Montipora capitata,13,Bleach,6/8/17,3
202,Montipora capitata,13,Non-bleach,6/8/17,1
203,Montipora capitata,13,Bleach,6/8/17,2
204,Montipora capitata,13,Non-bleach,6/8/17,1
209,Montipora capitata,13,Non-bleach,6/8/17,
210,Montipora capitata,13,Bleach,6/8/17,
211,Montipora capitata,13,Bleach,6/8/17,2
212,Montipora capitata,13,Non-bleach,6/8/17,1
217,Montipora capitata,13,Bleach,6/8/17,
218,Montipora capitata,13,Non-bleach,6/8/17,
219,Montipora capitata,13,Bleach,6/8/17,
220,Montipora capitata,13,Non-bleach,6/8/17,
221,Montipora capitata,13,Bleach,6/8/17,
222,Montipora capitata,13,Non-bleach,6/8/17,
229,Porites compressa,13,Bleach,6/8/17,
230,Porites compressa,13,Non-bleach,6/8/17,
237,Porites compressa,13,Bleach,6/8/17,
238,Porites compressa,13,Non-bleach,6/8/17,
239,Porites compressa,13,Bleach,6/8/17,
240,Porites compressa,13,Non-bleach,6/8/17,
243,Porites compressa,13,Bleach,6/8/17,
244,Porites compressa,13,Non-bleach,6/8/17,
247,Porites compressa,13,Bleach,6/8/17,
248,Porites compressa,13,Non-bleach,6/8/17,
3,Montipora capitata,13,Bleach,11/8/17,2
4,Montipora capitata,13,Non-bleach,11/8/17,1
11,Montipora capitata,13,Bleach,11/8/17,3
12,Montipora capitata,13,Non-bleach,11/8/17,1
19,Montipora capitata,13,Bleach,11/8/17,1
20,Montipora capitata,13,Non-bleach,11/8/17,1
26,Porites compressa,13,Non-bleach,11/8/17,1
27,Porites compressa,13,Bleach,11/8/17,1
35,Porites compressa,13,Bleach,11/8/17,1
36,Porites compressa,13,Non-bleach,11/8/17,1
41,Porites compressa,13,Bleach,11/8/17,1
42,Porites compressa,13,Non-bleach,11/8/17,1
43,Porites compressa,13,Bleach,11/8/17,
44,Porites compressa,13,Non-bleach,11/8/17,
45,Porites compressa,13,Bleach,11/8/17,
46,Porites compressa,13,Non-bleach,11/8/17,
201,Montipora capitata,13,Bleach,11/8/17,3
202,Montipora capitata,13,Non-bleach,11/8/17,1
203,Montipora capitata,13,Bleach,11/8/17,2
204,Montipora capitata,13,Non-bleach,11/8/17,1
209,Montipora capitata,13,Non-bleach,11/8/17,1
210,Montipora capitata,13,Bleach,11/8/17,1
211,Montipora capitata,13,Bleach,11/8/17,2
212,Montipora capitata,13,Non-bleach,11/8/17,1
217,Montipora capitata,13,Bleach,11/8/17,
218,Montipora capitata,13,Non-bleach,11/8/17,
219,Montipora capitata,13,Bleach,11/8/17,
220,Montipora capitata,13,Non-bleach,11/8/17,
221,Montipora capitata,13,Bleach,11/8/17,
222,Montipora capitata,13,Non-bleach,11/8/17,
229,Porites compressa,13,Bleach,11/8/17,
230,Porites compressa,13,Non-bleach,11/8/17,
237,Porites compressa,13,Bleach,11/8/17,
238,Porites compressa,13,Non-bleach,11/8/17,
239,Porites compressa,13,Bleach,11/8/17,
240,Porites compressa,13,Non-bleach,11/8/17,
243,Porites compressa,13,Bleach,11/8/17,
244,Porites compressa,13,Non-bleach,11/8/17,
247,Porites compressa,13,Bleach,11/8/17,
248,Porites compressa,13,Non-bleach,11/8/17,
3,Montipora capitata,13,Bleach,6/20/19,4
4,Montipora capitata,13,Non-bleach,6/20/19,1
11,Montipora capitata,13,Bleach,6/20/19,
12,Montipora capitata,13,Non-bleach,6/20/19,
19,Montipora capitata,13,Bleach,6/20/19,2
20,Montipora capitata,13,Non-bleach,6/20/19,1
26,Porites compressa,13,Non-bleach,6/20/19,1
27,Porites compressa,13,Bleach,6/20/19,1
35,Porites compressa,13,Bleach,6/20/19,
36,Porites compressa,13,Non-bleach,6/20/19,
41,Porites compressa,13,Bleach,6/20/19,1
42,Porites compressa,13,Non-bleach,6/20/19,1
43,Porites compressa,13,Bleach,6/20/19,1
44,Porites compressa,13,Non-bleach,6/20/19,1
45,Porites compressa,13,Bleach,6/20/19,1
46,Porites compressa,13,Non-bleach,6/20/19,1
201,Montipora capitata,13,Bleach,6/20/19,3
202,Montipora capitata,13,Non-bleach,6/20/19,1
203,Montipora capitata,13,Bleach,6/20/19,1
204,Montipora capitata,13,Non-bleach,6/20/19,2
209,Montipora capitata,13,Non-bleach,6/20/19,
210,Montipora capitata,13,Bleach,6/20/19,
211,Montipora capitata,13,Bleach,6/20/19,3
212,Montipora capitata,13,Non-bleach,6/20/19,1
217,Montipora capitata,13,Bleach,6/20/19,
218,Montipora capitata,13,Non-bleach,6/20/19,
219,Montipora capitata,13,Bleach,6/20/19,
220,Montipora capitata,13,Non-bleach,6/20/19,
221,Montipora capitata,13,Bleach,6/20/19,
222,Montipora capitata,13,Non-bleach,6/20/19,
229,Porites compressa,13,Bleach,6/20/19,
230,Porites compressa,13,Non-bleach,6/20/19,
237,Porites compressa,13,Bleach,6/20/19,
238,Porites compressa,13,Non-bleach,6/20/19,
239,Porites compressa,13,Bleach,6/20/19,
240,Porites compressa,13,Non-bleach,6/20/19,
243,Porites compressa,13,Bleach,6/20/19,
244,Porites compressa,13,Non-bleach,6/20/19,
247,Porites compressa,13,Bleach,6/20/19,
248,Porites compressa,13,Non-bleach,6/20/19,
3,Montipora capitata,13,Bleach,7/19/19,2
4,Montipora capitata,13,Non-bleach,7/19/19,1
11,Montipora capitata,13,Bleach,7/19/19,3
12,Montipora capitata,13,Non-bleach,7/19/19,2
19,Montipora capitata,13,Bleach,7/19/19,2
20,Montipora capitata,13,Non-bleach,7/19/19,1
26,Porites compressa,13,Non-bleach,7/19/19,1
27,Porites compressa,13,Bleach,7/19/19,1
35,Porites compressa,13,Bleach,7/19/19,1
36,Porites compressa,13,Non-bleach,7/19/19,1
41,Porites compressa,13,Bleach,7/19/19,1
42,Porites compressa,13,Non-bleach,7/19/19,1
43,Porites compressa,13,Bleach,7/19/19,1
44,Porites compressa,13,Non-bleach,7/19/19,1
45,Porites compressa,13,Bleach,7/19/19,1
46,Porites compressa,13,Non-bleach,7/19/19,1
201,Montipora capitata,13,Bleach,7/19/19,2
202,Montipora capitata,13,Non-bleach,7/19/19,1
203,Montipora capitata,13,Bleach,7/19/19,1
204,Montipora capitata,13,Non-bleach,7/19/19,1
209,Montipora capitata,13,Non-bleach,7/19/19,4
210,Montipora capitata,13,Bleach,7/19/19,2
211,Montipora capitata,13,Bleach,7/19/19,3
212,Montipora capitata,13,Non-bleach,7/19/19,1
217,Montipora capitata,13,Bleach,7/19/19,2
218,Montipora capitata,13,Non-bleach,7/19/19,1
219,Montipora capitata,13,Bleach,7/19/19,3
220,Montipora capitata,13,Non-bleach,7/19/19,2
221,Montipora capitata,13,Bleach,7/19/19,2
222,Montipora capitata,13,Non-bleach,7/19/19,1
229,Porites compressa,13,Bleach,7/19/19,1
230,Porites compressa,13,Non-bleach,7/19/19,1
237,Porites compressa,13,Bleach,7/19/19,1
238,Porites compressa,13,Non-bleach,7/19/19,1
239,Porites compressa,13,Bleach,7/19/19,2
240,Porites compressa,13,Non-bleach,7/19/19,1
243,Porites compressa,13,Bleach,7/19/19,1
244,Porites compressa,13,Non-bleach,7/19/19,1
247,Porites compressa,13,Bleach,7/19/19,1
248,Porites compressa,13,Non-bleach,7/19/19,1
3,Montipora capitata,13,Bleach,9/16/19,3
4,Montipora capitata,13,Non-bleach,9/16/19,1
11,Montipora capitata,13,Bleach,9/16/19,4
12,Montipora capitata,13,Non-bleach,9/16/19,2
19,Montipora capitata,13,Bleach,9/16/19,3
20,Montipora capitata,13,Non-bleach,9/16/19,1
26,Porites compressa,13,Non-bleach,9/16/19,1
27,Porites compressa,13,Bleach,9/16/19,2
35,Porites compressa,13,Bleach,9/16/19,1
36,Porites compressa,13,Non-bleach,9/16/19,1
41,Porites compressa,13,Bleach,9/16/19,1
42,Porites compressa,13,Non-bleach,9/16/19,1
43,Porites compressa,13,Bleach,9/16/19,1
44,Porites compressa,13,Non-bleach,9/16/19,2
45,Porites compressa,13,Bleach,9/16/19,2
46,Porites compressa,13,Non-bleach,9/16/19,2
201,Montipora capitata,13,Bleach,9/16/19,4
202,Montipora capitata,13,Non-bleach,9/16/19,2
203,Montipora capitata,13,Bleach,9/16/19,3
204,Montipora capitata,13,Non-bleach,9/16/19,1
209,Montipora capitata,13,Non-bleach,9/16/19,5
210,Montipora capitata,13,Bleach,9/16/19,2
211,Montipora capitata,13,Bleach,9/16/19,5
212,Montipora capitata,13,Non-bleach,9/16/19,1
217,Montipora capitata,13,Bleach,9/16/19,3
218,Montipora capitata,13,Non-bleach,9/16/19,1
219,Montipora capitata,13,Bleach,9/16/19,4
220,Montipora capitata,13,Non-bleach,9/16/19,1
221,Montipora capitata,13,Bleach,9/16/19,4
222,Montipora capitata,13,Non-bleach,9/16/19,3
229,Porites compressa,13,Bleach,9/16/19,3
230,Porites compressa,13,Non-bleach,9/16/19,2
237,Porites compressa,13,Bleach,9/16/19,2
238,Porites compressa,13,Non-bleach,9/16/19,1
239,Porites compressa,13,Bleach,9/16/19,2
240,Porites compressa,13,Non-bleach,9/16/19,1
243,Porites compressa,13,Bleach,9/16/19,2
244,Porites compressa,13,Non-bleach,9/16/19,1
247,Porites compressa,13,Bleach,9/16/19,2
248,Porites compressa,13,Non-bleach,9/16/19,1
3,Montipora capitata,13,Bleach,10/2/19,4
4,Montipora capitata,13,Non-bleach,10/2/19,2
11,Montipora capitata,13,Bleach,10/2/19,3
12,Montipora capitata,13,Non-bleach,10/2/19,1
19,Montipora capitata,13,Bleach,10/2/19,3
20,Montipora capitata,13,Non-bleach,10/2/19,1
26,Porites compressa,13,Non-bleach,10/2/19,1
27,Porites compressa,13,Bleach,10/2/19,2
35,Porites compressa,13,Bleach,10/2/19,1
36,Porites compressa,13,Non-bleach,10/2/19,1
41,Porites compressa,13,Bleach,10/2/19,2
42,Porites compressa,13,Non-bleach,10/2/19,1
43,Porites compressa,13,Bleach,10/2/19,1
44,Porites compressa,13,Non-bleach,10/2/19,5
45,Porites compressa,13,Bleach,10/2/19,2
46,Porites compressa,13,Non-bleach,10/2/19,1
201,Montipora capitata,13,Bleach,10/2/19,4
202,Montipora capitata,13,Non-bleach,10/2/19,1
203,Montipora capitata,13,Bleach,10/2/19,3
204,Montipora capitata,13,Non-bleach,10/2/19,1
209,Montipora capitata,13,Non-bleach,10/2/19,4
210,Montipora capitata,13,Bleach,10/2/19,2
211,Montipora capitata,13,Bleach,10/2/19,5
212,Montipora capitata,13,Non-bleach,10/2/19,1
217,Montipora capitata,13,Bleach,10/2/19,3
218,Montipora capitata,13,Non-bleach,10/2/19,2
219,Montipora capitata,13,Bleach,10/2/19,4
220,Montipora capitata,13,Non-bleach,10/2/19,1
221,Montipora capitata,13,Bleach,10/2/19,3
222,Montipora capitata,13,Non-bleach,10/2/19,1
229,Porites compressa,13,Bleach,10/2/19,3
230,Porites compressa,13,Non-bleach,10/2/19,2
237,Porites compressa,13,Bleach,10/2/19,2
238,Porites compressa,13,Non-bleach,10/2/19,1
239,Porites compressa,13,Bleach,10/2/19,2
240,Porites compressa,13,Non-bleach,10/2/19,1
243,Porites compressa,13,Bleach,10/2/19,4
244,Porites compressa,13,Non-bleach,10/2/19,1
247,Porites compressa,13,Bleach,10/2/19,1
248,Porites compressa,13,Non-bleach,10/2/19,1
3,Montipora capitata,13,Bleach,10/16/19,3
4,Montipora capitata,13,Non-bleach,10/16/19,1
11,Montipora capitata,13,Bleach,10/16/19,2
12,Montipora capitata,13,Non-bleach,10/16/19,2
19,Montipora capitata,13,Bleach,10/16/19,3
20,Montipora capitata,13,Non-bleach,10/16/19,1
26,Porites compressa,13,Non-bleach,10/16/19,1
27,Porites compressa,13,Bleach,10/16/19,1
35,Porites compressa,13,Bleach,10/16/19,2
36,Porites compressa,13,Non-bleach,10/16/19,1
41,Porites compressa,13,Bleach,10/16/19,1
42,Porites compressa,13,Non-bleach,10/16/19,1
43,Porites compressa,13,Bleach,10/16/19,1
44,Porites compressa,13,Non-bleach,10/16/19,4
45,Porites compressa,13,Bleach,10/16/19,2
46,Porites compressa,13,Non-bleach,10/16/19,1
201,Montipora capitata,13,Bleach,10/16/19,3
202,Montipora capitata,13,Non-bleach,10/16/19,1
203,Montipora capitata,13,Bleach,10/16/19,2
204,Montipora capitata,13,Non-bleach,10/16/19,1
209,Montipora capitata,13,Non-bleach,10/16/19,3
210,Montipora capitata,13,Bleach,10/16/19,1
211,Montipora capitata,13,Bleach,10/16/19,2
212,Montipora capitata,13,Non-bleach,10/16/19,1
217,Montipora capitata,13,Bleach,10/16/19,1
218,Montipora capitata,13,Non-bleach,10/16/19,1
219,Montipora capitata,13,Bleach,10/16/19,2
220,Montipora capitata,13,Non-bleach,10/16/19,1
221,Montipora capitata,13,Bleach,10/16/19,3
222,Montipora capitata,13,Non-bleach,10/16/19,1
229,Porites compressa,13,Bleach,10/16/19,2
230,Porites compressa,13,Non-bleach,10/16/19,1
237,Porites compressa,13,Bleach,10/16/19,2
238,Porites compressa,13,Non-bleach,10/16/19,1
239,Porites compressa,13,Bleach,10/16/19,1
240,Porites compressa,13,Non-bleach,10/16/19,1
243,Porites compressa,13,Bleach,10/16/19,5
244,Porites compressa,13,Non-bleach,10/16/19,1
247,Porites compressa,13,Bleach,10/16/19,1
248,Porites compressa,13,Non-bleach,10/16/19,1
3,Montipora capitata,13,Bleach,10/30/19,2
4,Montipora capitata,13,Non-bleach,10/30/19,1
11,Montipora capitata,13,Bleach,10/30/19,2
12,Montipora capitata,13,Non-bleach,10/30/19,1
19,Montipora capitata,13,Bleach,10/30/19,3
20,Montipora capitata,13,Non-bleach,10/30/19,2
26,Porites compressa,13,Non-bleach,10/30/19,2
27,Porites compressa,13,Bleach,10/30/19,1
35,Porites compressa,13,Bleach,10/30/19,2
36,Porites compressa,13,Non-bleach,10/30/19,1
41,Porites compressa,13,Bleach,10/30/19,1
42,Porites compressa,13,Non-bleach,10/30/19,1
43,Porites compressa,13,Bleach,10/30/19,1
44,Porites compressa,13,Non-bleach,10/30/19,3
45,Porites compressa,13,Bleach,10/30/19,2
46,Porites compressa,13,Non-bleach,10/30/19,1
201,Montipora capitata,13,Bleach,10/30/19,3
202,Montipora capitata,13,Non-bleach,10/30/19,1
203,Montipora capitata,13,Bleach,10/30/19,2
204,Montipora capitata,13,Non-bleach,10/30/19,1
209,Montipora capitata,13,Non-bleach,10/30/19,3
210,Montipora capitata,13,Bleach,10/30/19,2
211,Montipora capitata,13,Bleach,10/30/19,3
212,Montipora capitata,13,Non-bleach,10/30/19,1
217,Montipora capitata,13,Bleach,10/30/19,1
218,Montipora capitata,13,Non-bleach,10/30/19,2
219,Montipora capitata,13,Bleach,10/30/19,3
220,Montipora capitata,13,Non-bleach,10/30/19,1
221,Montipora capitata,13,Bleach,10/30/19,3
222,Montipora capitata,13,Non-bleach,10/30/19,1
229,Porites compressa,13,Bleach,10/30/19,1
