Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
3277121,20/10/19 10:51:59,0.000,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,281.091,µmol/L,26.656,¡C,1018.000,hPa,Humid,34,0
3277131,20/10/19 10:52:03,0.052,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,278.887,µmol/L,26.649,¡C,1018.000,hPa,Humid,34,0
3277141,20/10/19 10:52:06,0.102,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,276.259,µmol/L,26.650,¡C,1018.000,hPa,Humid,34,0
3277151,20/10/19 10:52:09,0.152,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,272.263,µmol/L,26.665,¡C,1018.000,hPa,Humid,34,0
3277161,20/10/19 10:52:12,0.202,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,269.736,µmol/L,26.645,¡C,1018.000,hPa,Humid,34,0
3277171,20/10/19 10:52:15,0.252,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,266.764,µmol/L,26.648,¡C,1018.000,hPa,Humid,34,0
3277181,20/10/19 10:52:18,0.302,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,262.341,µmol/L,26.667,¡C,1018.000,hPa,Humid,34,0
3277191,20/10/19 10:52:21,0.352,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,261.515,µmol/L,26.640,¡C,1018.000,hPa,Humid,34,0
3277201,20/10/19 10:52:24,0.402,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,259.443,µmol/L,26.646,¡C,1018.000,hPa,Humid,34,0
3277211,20/10/19 10:52:27,0.452,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,258.247,µmol/L,26.626,¡C,1018.000,hPa,Humid,34,0
3277221,20/10/19 10:52:30,0.502,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,254.816,µmol/L,26.638,¡C,1018.000,hPa,Humid,34,0
3277231,20/10/19 10:52:33,0.552,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,251.301,µmol/L,26.650,¡C,1018.000,hPa,Humid,34,0
3277241,20/10/19 10:52:36,0.602,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,250.514,µmol/L,26.628,¡C,1018.000,hPa,Humid,34,0
3277251,20/10/19 10:52:39,0.653,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,248.451,µmol/L,26.630,¡C,1018.000,hPa,Humid,34,0
3277261,20/10/19 10:52:42,0.702,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,244.848,µmol/L,26.640,¡C,1018.000,hPa,Humid,34,0
3277271,20/10/19 10:52:45,0.752,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,243.673,µmol/L,26.628,¡C,1018.000,hPa,Humid,34,0
3277281,20/10/19 10:52:48,0.802,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,241.905,µmol/L,26.628,¡C,1018.000,hPa,Humid,34,0
3277291,20/10/19 10:52:51,0.852,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,240.334,µmol/L,26.615,¡C,1018.000,hPa,Humid,34,0
3277301,20/10/19 10:52:54,0.902,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,238.380,µmol/L,26.617,¡C,1018.000,hPa,Humid,34,0
3277311,20/10/19 10:52:57,0.952,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,236.209,µmol/L,26.629,¡C,1018.000,hPa,Humid,34,0
3277321,20/10/19 10:53:00,1.002,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,234.908,µmol/L,26.621,¡C,1018.000,hPa,Humid,34,0
3277331,20/10/19 10:53:03,1.052,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,233.897,µmol/L,26.619,¡C,1018.000,hPa,Humid,34,0
3277341,20/10/19 10:53:06,1.102,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,231.279,µmol/L,26.634,¡C,1018.000,hPa,Humid,34,0
3277351,20/10/19 10:53:09,1.152,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,231.056,µmol/L,26.601,¡C,1018.000,hPa,Humid,34,0
3277361,20/10/19 10:53:12,1.203,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,229.010,µmol/L,26.617,¡C,1018.000,hPa,Humid,34,0
3277371,20/10/19 10:53:15,1.252,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,227.671,µmol/L,26.618,¡C,1018.000,hPa,Humid,34,0
3277381,20/10/19 10:53:18,1.302,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,225.556,µmol/L,26.620,¡C,1018.000,hPa,Humid,34,0
3277391,20/10/19 10:53:21,1.352,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,225.018,µmol/L,26.610,¡C,1018.000,hPa,Humid,34,0
3277401,20/10/19 10:53:24,1.402,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,223.011,µmol/L,26.610,¡C,1018.000,hPa,Humid,34,0
3277411,20/10/19 10:53:27,1.452,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,221.968,µmol/L,26.600,¡C,1018.000,hPa,Humid,34,0
3277421,20/10/19 10:53:30,1.502,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,220.594,µmol/L,26.604,¡C,1018.000,hPa,Humid,34,0
3277431,20/10/19 10:53:33,1.552,SABD0000000003 (OXY-10 ST),6,Gates6 (PSt7-10),19/10/19 8:02:48,default,219.881,µmol/L,26.598,¡C,1018.000,hPa,Humid,34,0
