,RunTime,rad,value,ID,coefficients..Intercept.,coefficients.x1,R.squared,std.error..Intercept.,std.error.x1,Date
1,178.7009081,0,248.2386786,11,372.1323935,-0.693418459,0.963452847,2.404240697,0.013642498,9/16/19
2,19.45050694,112,202.1519202,11,187.2052001,0.743819125,0.90885968,0.456675507,0.026804913,9/16/19
3,32.20110645,180,211.4334689,11,200.1960737,0.310099188,0.838926257,0.924997363,0.03108084,9/16/19
4,58.7008966,272,216.630285,11,198.4176542,0.313518909,0.871803531,1.742714236,0.030984738,9/16/19
5,76.95116579,351,224.1695424,11,175.0716542,0.64085093,0.836001155,2.135785034,0.028672195,9/16/19
6,94.05040016,430,230.1274924,11,192.2881108,0.399006215,0.900590306,3.130554963,0.034181157,9/16/19
7,118.7010706,482,239.6060217,11,202.0426427,0.316541319,0.92780466,2.050125188,0.017637796,9/16/19
8,129.3504236,541,244.021715,11,200.5027363,0.330336511,0.907427402,2.766139581,0.02180054,9/16/19
9,158.8005182,609,250.9784266,11,218.3308279,0.205128557,0.726913628,5.572007273,0.035642034,9/16/19
10,115.7975712,0,245.1922602,12,296.4213067,-0.443032279,0.981900056,0.688619434,0.006076133,9/16/19
11,9.84779032,112,198.9231445,12,197.3586856,0.166293294,0.903005843,0.041359988,0.005505404,9/16/19
12,22.04730542,180,201.6093028,12,194.7528405,0.315007927,0.977467586,0.094817327,0.004831268,9/16/19
13,28.54733664,272,204.2612005,12,192.019524,0.425795532,0.981292664,0.155075972,0.005938746,9/16/19
14,40.04797727,351,210.5716937,12,186.5533533,0.599708028,0.993132205,0.189419149,0.005037696,9/16/19
15,48.397733,430,215.7534306,12,184.774129,0.638709003,0.994217417,0.226074538,0.004920512,9/16/19
16,70.59762215,482,230.0981176,12,183.126721,0.664121348,0.993738549,0.36284804,0.005325199,9/16/19
17,80.94769268,541,236.6271237,12,183.8805026,0.652268173,0.991713416,0.472715248,0.00602293,9/16/19
18,90.04724997,609,242.4993116,12,184.9819368,0.639679435,0.989639846,0.579056978,0.006611407,9/16/19
19,175.2008513,0,282.5277618,19,388.6582743,-0.605248646,0.969750591,1.865183333,0.010798146,9/16/19
20,13.35088097,112,222.6649945,19,222.4557828,0.015548388,0.751448039,0.277470532,0.025291017,9/16/19
21,33.40074374,180,226.3561351,19,216.3722369,0.273088526,0.925404291,0.592961906,0.019152854,9/16/19
22,49.60098367,272,230.9510306,19,196.388622,0.697900795,0.953029595,0.73790668,0.015650911,9/16/19
23,73.55107269,351,243.184211,19,189.1801182,0.737366262,0.942896639,1.303107874,0.018330277,9/16/19
24,88.85074737,430,251.011916,19,198.5639954,0.590102952,0.969600061,0.911816266,0.010554916,9/16/19
25,118.5005578,482,266.5839867,19,213.0395659,0.451557046,0.952302406,1.184536857,0.010208463,9/16/19
26,136.6510644,541,276.4399845,19,167.2345707,0.800214656,0.960268087,2.206308752,0.016442466,9/16/19
27,154.9503607,609,286.2723541,19,148.175967,0.891523518,0.956853146,2.916029324,0.01912369,9/16/19
28,106.8458258,0,249.999461,20,306.6948649,-0.530992115,0.888362816,1.984745351,0.019014473,9/16/19
29,10.7960925,112,204.6164272,20,202.2701299,0.227725387,0.851102126,0.081254991,0.0096217,9/16/19
30,22.34545127,180,209.1537488,20,197.0342311,0.539291,0.961566348,0.216987257,0.010891215,9/16/19
31,31.99594321,272,212.9893894,20,196.5947188,0.517614295,0.956548803,0.329372018,0.011143985,9/16/19
32,43.19569251,351,220.4726825,20,191.3050612,0.678558451,0.939134176,0.711026576,0.017450069,9/16/19
33,57.69585976,430,229.448612,20,188.8005876,0.711525386,0.912462196,1.229754617,0.022262183,9/16/19
34,70.24592841,482,237.2086471,20,191.4090023,0.65765057,0.847485127,1.910350383,0.028182027,9/16/19
35,84.8958085,541,246.6571183,20,173.1075453,0.870455841,0.960085926,1.477900145,0.017928406,9/16/19
36,91.4454049,609,250.7953723,20,174.9374524,0.833249872,0.942716687,1.846248689,0.020748451,9/16/19
37,110.096168,0,219.922659,201,268.6831213,-0.442441016,0.987552118,0.540063941,0.005017762,9/16/19
38,9.945873612,112,208.5270583,201,209.6190461,-0.108939684,0.802906942,0.041485506,0.005452255,9/16/19
39,25.14578095,180,208.7098881,201,206.9531168,0.066325628,0.548837405,0.137993166,0.006074535,9/16/19
40,36.64593488,272,210.228001,201,203.7901267,0.17592612,0.917497808,0.182259124,0.005329022,9/16/19
41,49.09545987,351,212.9355924,201,201.750084,0.226487778,0.941964247,0.264880415,0.005678875,9/16/19
42,57.39591293,430,214.9624525,201,199.5849926,0.26722402,0.955614708,0.319614929,0.005817556,9/16/19
43,72.4461744,482,218.9386723,201,198.1360702,0.286912301,0.950466556,0.463048062,0.006616327,9/16/19
44,83.19560329,541,221.9307961,201,197.496985,0.293731924,0.96197354,0.476271264,0.005899287,9/16/19
45,93.29585258,609,224.8255237,201,196.6327418,0.301811369,0.957897689,0.580571953,0.006391694,9/16/19
46,108.1459333,0,242.152379,202,297.1721475,-0.509553287,0.9843295,0.686346015,0.00649453,9/16/19
47,10.04602134,112,210.662138,202,211.1359621,-0.037957658,0.279786629,0.0474126,0.006151818,9/16/19
48,23.0957957,180,212.1546166,202,206.9729332,0.223777076,0.928704722,0.129467413,0.006263169,9/16/19
49,34.5954476,272,215.5056604,202,202.9013938,0.363139904,0.976549935,0.182771949,0.005684414,9/16/19
50,48.49606402,351,221.6192079,202,196.9738912,0.509904185,0.979324798,0.344591476,0.007484056,9/16/19
51,57.89596961,430,226.3703078,202,194.8958498,0.542975725,0.985644409,0.366975902,0.006619387,9/16/19
52,67.99543839,482,231.6859691,202,194.411129,0.547905992,0.986746232,0.420382226,0.006414458,9/16/19
53,79.64543136,541,238.0001617,202,197.1545219,0.511645966,0.981831768,0.542654048,0.007030631,9/16/19
54,90.69591993,609,243.7277675,202,192.4145064,0.567173053,0.982017212,0.684070022,0.007753031,9/16/19
55,177.7510596,0,265.051997,203,372.114952,-0.601487861,0.905450436,3.441501013,0.019634112,9/16/19
56,13.05039664,112,216.0107484,203,214.3910586,0.130213887,0.405176252,0.170112147,0.015937362,9/16/19
57,41.30119079,180,221.3512146,203,207.8881421,0.326846431,0.822480748,0.595951257,0.015338771,9/16/19
58,55.15086657,272,227.0431793,203,200.888504,0.473762508,0.892330914,0.875999709,0.016623796,9/16/19
59,72.85052808,351,235.1281248,203,196.1475223,0.534804098,0.918539979,1.132451393,0.016088106,9/16/19
60,88.45042101,430,242.5257478,203,194.9982767,0.537136163,0.902918561,1.529862476,0.017791607,9/16/19
61,111.6510192,482,253.165517,203,196.6260798,0.506447239,0.886010817,2.00353858,0.018349891,9/16/19
62,133.1511502,541,262.5040801,203,191.4224791,0.533107482,0.826672067,3.22248608,0.024658655,9/16/19
63,153.3509418,609,270.9067666,203,193.7926854,0.503774406,0.825537278,3.529761783,0.023394084,9/16/19
64,112.9458658,0,346.5161672,204,539.8191915,-1.711282072,0.990055693,1.914037473,0.017324711,9/16/19
65,11.24582976,112,243.2331817,204,237.6781953,0.47044716,0.940954767,0.105814002,0.011904355,9/16/19
66,22.09540933,180,250.6107272,204,227.9058216,1.049983601,0.97455936,0.337145759,0.017136785,9/16/19
67,34.14536459,272,266.3990844,204,205.8563777,1.765514505,0.995320134,0.387706059,0.012229074,9/16/19
68,50.74590797,351,288.2816261,204,202.9500997,1.669850039,0.978552124,1.20598809,0.024972648,9/16/19
69,57.04553728,430,298.7344175,204,202.8015614,1.686388834,0.985316643,1.135223017,0.020795504,9/16/19
70,69.24559234,482,318.1201268,204,179.9906358,2.003063552,0.974127194,2.202335236,0.032975821,9/16/19
71,77.74536891,541,332.2181253,204,188.9211042,1.843484328,0.96375343,2.71883648,0.036114109,9/16/19
72,94.19556402,609,365.1571981,204,133.4421233,2.470693096,0.954442135,5.001891073,0.054527131,9/16/19
73,118.1479671,0,223.1562955,209,282.6454613,-0.503705046,0.978888788,0.864405851,0.007472281,9/16/19
74,10.74749058,112,194.7058796,209,195.1763271,-0.031723394,0.18417465,0.056637806,0.006744508,9/16/19
75,22.09740911,180,195.6015209,209,192.7013189,0.129072016,0.797123161,0.129419922,0.006577678,9/16/19
76,28.49725213,272,197.0481511,209,190.0160264,0.24522822,0.943541782,0.157928018,0.006059551,9/16/19
77,39.79751017,351,201.130301,209,185.5161178,0.391407287,0.973742545,0.242502901,0.006492622,9/16/19
78,53.94764608,430,207.2187966,209,182.4390578,0.460345961,0.984213824,0.30325802,0.005889319,9/16/19
79,67.49782851,482,213.4874585,209,181.6043285,0.471970809,0.985604543,0.374744293,0.00576187,9/16/19
80,80.19751682,541,219.4064979,209,181.350172,0.474594345,0.98297913,0.490400429,0.006308531,9/16/19
81,90.39789739,609,224.3996998,209,180.4391795,0.486153646,0.972441647,0.726966829,0.008267141,9/16/19
82,109.7973563,0,259.3920865,210,321.3086143,-0.564955803,0.984190841,0.77633088,0.007232962,9/16/19
83,12.79796744,112,197.0480703,210,194.6452442,0.180596006,0.911799687,0.059139293,0.005673884,9/16/19
84,19.54794178,180,199.2786378,210,191.5977337,0.397002807,0.983363917,0.089370883,0.005216137,9/16/19
85,28.59800669,272,203.6727534,210,188.301465,0.538078053,0.991717298,0.129958187,0.004967345,9/16/19
86,38.99807779,351,210.2762928,210,184.5225305,0.661041554,0.993432915,0.198442182,0.005429161,9/16/19
87,56.44800537,430,224.4097485,210,168.0934487,0.999284575,0.995064728,0.383826748,0.007108959,9/16/19
88,65.19729046,482,231.6867237,210,176.205578,0.850650985,0.994920947,0.385190056,0.006139535,9/16/19
89,82.19756767,541,246.2456551,210,171.480551,0.910661516,0.99426202,0.557219053,0.006988324,9/16/19
90,90.09795805,609,253.0712989,210,175.9417041,0.8557929,0.99400208,0.58848798,0.006715252,9/16/19
91,120.3973291,0,233.6914757,211,260.885196,-0.224735779,0.777677566,1.431465135,0.012138109,9/16/19
92,12.74762054,112,226.9778226,211,225.0696279,0.165254312,0.811737188,0.08339533,0.008039227,9/16/19
93,19.04740197,180,228.0936194,211,224.6333765,0.189721134,0.818034511,0.150363987,0.009038812,9/16/19
94,28.39748433,272,229.8075222,211,224.8593467,0.176717536,0.812689686,0.222503572,0.008570084,9/16/19
95,39.34795791,351,231.7998214,211,224.2660019,0.191138097,0.790644139,0.366625911,0.009935421,9/16/19
96,46.94764244,430,232.9463111,211,224.4743846,0.179313772,0.779768586,0.428330677,0.009626255,9/16/19
97,68.04742523,482,235.4131543,211,227.5892701,0.114184011,0.616755299,0.596350601,0.009092303,9/16/19
98,85.09792392,541,236.454114,211,230.2524857,0.073379011,0.442098026,0.688087881,0.008326807,9/16/19
99,90.24740071,609,236.5407468,211,233.16261,0.038571082,0.10996816,0.973051729,0.01108455,9/16/19
100,112.9973921,0,264.2685017,212,341.0546261,-0.680658482,0.991522372,0.702733129,0.006357731,9/16/19
101,11.84785398,112,198.4046425,212,197.2574721,0.098612438,0.791195825,0.048528651,0.005117363,9/16/19
102,21.54793671,180,201.1078693,212,192.4594846,0.402513096,0.985230837,0.095219574,0.004978241,9/16/19
103,28.2473177,272,204.8274502,212,187.705598,0.602487661,0.990791214,0.151455356,0.005867394,9/16/19
