,RunTime,rad,value,ID,coefficients..Intercept.,coefficients.x1,R.squared,std.error..Intercept.,std.error.x1,Date
1,96.24512967,0,194.5630512,11,260.2227955,-0.682426397,0.978004538,0.969512269,0.010338056,10/16/19
2,11.79437801,112,153.0894992,11,151.4356089,0.136475788,0.746111049,0.075842733,0.008041975,10/16/19
3,21.94522271,180,155.5573018,11,147.0977969,0.38176022,0.956270106,0.161000655,0.008246631,10/16/19
4,28.64444348,272,158.8477458,11,143.5589314,0.529220549,0.982016176,0.189611659,0.007234447,10/16/19
5,43.29458946,351,167.5819652,11,139.5420363,0.644554844,0.978471924,0.394472882,0.009657735,10/16/19
6,49.94509149,430,171.9415832,11,139.3915839,0.648935824,0.979115679,0.454673439,0.009573746,10/16/19
7,58.54479371,482,177.8930571,11,136.0700777,0.712845275,0.981939505,0.547743623,0.00976573,10/16/19
8,63.59502351,541,181.3853993,11,135.1770613,0.728112213,0.985052063,0.553923096,0.009060378,10/16/19
9,76.44511211,609,191.2109067,11,132.0655777,0.771655582,0.98297167,0.759037608,0.010259495,10/16/19
10,85.19440764,726,197.7658713,11,130.6938198,0.785767494,0.982320186,0.880985168,0.01064862,10/16/19
11,99.89484632,0,156.1801989,12,206.827994,-0.507942603,0.942504311,1.234731257,0.012672946,10/16/19
12,13.54467632,112,104.8869391,12,99.7004214,0.38180255,0.988777561,0.045868899,0.004108848,10/16/19
13,20.69449248,180,108.6120477,12,96.46307874,0.586148036,0.995095827,0.075970778,0.004156662,10/16/19
14,31.04443189,272,116.1095159,12,91.1507639,0.804232355,0.996442949,0.138850487,0.004853861,10/16/19
15,44.59443027,351,127.0552864,12,88.41436239,0.866855343,0.983360641,0.480049603,0.01139057,10/16/19
16,50.94492636,430,132.5574813,12,86.00674061,0.914133802,0.994260114,0.340221638,0.007016142,10/16/19
17,55.94497014,482,136.7277585,12,90.28756788,0.826618146,0.985181526,0.547774954,0.010240838,10/16/19
18,66.69438939,541,145.5896356,12,78.875652,1.000844967,0.964835931,1.239808799,0.019300857,10/16/19
19,75.84488425,609,153.4488342,12,82.8572369,0.930656319,0.964287742,1.327648644,0.018091794,10/16/19
20,85.19440764,726,159.4054624,12,93.09107262,0.776397497,0.939248215,1.650196573,0.019946212,10/16/19
21,85.80177017,0,131.162153,19,187.269177,-0.651595868,0.987779788,0.610135157,0.00732107,10/16/19
22,14.95176117,112,90.31374109,19,85.25901669,0.344756745,0.963564421,0.085059498,0.006772082,10/16/19
23,30.4020454,180,96.60125902,19,79.45675023,0.568848037,0.984349948,0.202615003,0.007245467,10/16/19
24,35.80194121,272,100.0175091,19,77.55866714,0.627844427,0.990207709,0.210388508,0.00630693,10/16/19
25,44.3024015,351,107.3840492,19,70.24405481,0.836678028,0.989672593,0.361336403,0.008633665,10/16/19
26,50.15178205,430,112.5880493,19,66.25391675,0.925575324,0.990762999,0.43061409,0.009027746,10/16/19
27,55.95215033,482,118.6558746,19,58.52485818,1.070913326,0.993715239,0.460236279,0.008603095,10/16/19
28,60.90185655,541,123.8463089,19,57.69881348,1.087268811,0.990887889,0.61555687,0.010532249,10/16/19
29,65.95228599,609,128.4895699,19,67.87736389,0.91925994,0.985113734,0.724777656,0.011414976,10/16/19
30,71.0522827,726,133.8009679,19,59.79411903,1.041979007,0.993393027,0.588792466,0.008583939,10/16/19
31,86.05195792,0,105.5448434,20,127.0479506,-0.249210162,0.968010738,0.382531182,0.004576303,10/16/19
32,18.30236691,112,81.4086117,20,77.53463884,0.215771043,0.918935281,0.102885226,0.006473715,10/16/19
33,29.70170298,180,87.95968838,20,75.41131378,0.425888851,0.975703392,0.185100627,0.006788865,10/16/19
34,35.90227215,272,91.17046876,20,69.91262487,0.588709988,0.978893543,0.292166882,0.008732293,10/16/19
35,44.55239829,351,95.25483657,20,72.39336771,0.512983302,0.974031025,0.356231884,0.008461185,10/16/19
36,51.45214421,430,97.67227858,20,77.51161976,0.392588514,0.982814645,0.256950549,0.005244064,10/16/19
37,55.95215033,482,100.0733918,20,73.56110073,0.469130255,0.977002012,0.388958932,0.007270723,10/16/19
38,60.9523859,541,102.5885115,20,73.93235798,0.46879664,0.9873481,0.313568571,0.00536061,10/16/19
39,65.95228599,609,105.0220276,20,73.35465007,0.481398026,0.991654844,0.283242248,0.004460959,10/16/19
40,71.00218671,726,107.0999868,20,77.44663881,0.417772834,0.987977099,0.319093016,0.004655414,10/16/19
41,90.79824762,0,78.24463765,201,92.03829867,-0.15192694,0.981207756,0.187546108,0.002123883,10/16/19
42,10.14821222,112,68.79772034,201,68.15406629,0.0573108,0.837664505,0.019898721,0.002548562,10/16/19
43,24.69817369,180,70.30794906,201,68.00819181,0.093321315,0.950135435,0.048094203,0.002159589,10/16/19
44,30.84788825,272,71.10329419,201,67.4821309,0.116854049,0.971939344,0.056981043,0.002005673,10/16/19
45,39.69859467,351,72.41340178,201,65.98803176,0.161831501,0.981995939,0.082455819,0.002213505,10/16/19
46,47.4482417,430,73.7460497,201,65.71481334,0.169059845,0.990452597,0.075445081,0.001676692,10/16/19
47,53.69783655,482,76.1427166,201,48.93028757,0.511098445,0.872069176,1.260710571,0.024602321,10/16/19
48,61.0985858,541,76.20369507,201,67.15891504,0.147704792,0.966732398,0.162308303,0.002767828,10/16/19
49,67.39809037,609,77.33722441,201,65.44455879,0.176858365,0.987702919,0.129451786,0.001993427,10/16/19
50,76.49795983,726,79.06090563,201,65.09366591,0.182568435,0.987116234,0.155991302,0.002106929,10/16/19
51,122.4458416,0,316.6472296,202,430.9320055,-0.936861997,0.967936819,2.066566939,0.017224332,10/16/19
52,10.84614931,112,220.8980457,202,211.4052248,0.874605108,0.982666127,0.099672189,0.011733938,10/16/19
53,24.7459492,180,231.0916017,202,205.7650858,1.028340916,0.982647419,0.308073394,0.013804073,10/16/19
54,40.89609723,272,248.6959194,202,200.1499751,1.177921953,0.98781418,0.50812016,0.013215793,10/16/19
55,46.69555402,351,254.8594027,202,201.2317202,1.145893591,0.987890873,0.567010843,0.01281543,10/16/19
