sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28
WSH092,202,-0.2332334718724403,0.04330975532972342,0.09980632229653866,-0.09364136689242593,0.012108156105515204,0.018203923355351103,-0.025000411898065164,0.0049032935339094275,0.008438573274236003,-0.010691547448238225,-0.010730238792522655,0.006496723326857982,0.013230520437881893,-0.005430975166334502,-0.009009599039625659,-0.004347426168637599,-0.0013848698296385325,-0.006401064891389431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH115,203,-0.081391322131918,-0.0943196345768006,-0.01805671948378621,0.0688239173120449,-0.030003264962563756,-0.034297279679762344,-0.0015278601858288896,0.001639238936164084,0.022596390983755564,-0.06096973095575207,-0.030969236735434308,0.003599323013125504,-0.000908189995301901,0.007109986319178328,-0.006804805914100354,0.013913430001019932,0.001869389280588309,0.001047704066339511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH107,204,-0.2259977775332047,0.05282760272536628,0.10605570621017357,-0.08210457396743119,0.007485333384176483,0.00997896288040551,-0.011201606627625085,0.000827928538135329,-0.012497875431949738,-0.024649452261050607,0.001385511919159504,0.0005332321122371426,-0.0049487913983184756,-0.004072168993581684,0.004228546103745612,0.005556122874446426,-0.00848867527176189,0.00420850715892342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH122,205,0.2233087786371265,-0.03672336963185911,0.04018373289593258,-0.02145155806197864,0.005305774559018975,0.01129358443602266,0.03842062958422676,-0.02385898987907525,0.012695741720929027,-0.012257926105102597,-0.02054806741380406,-0.01398168857112292,0.014080215445839496,0.014810119888863361,0.002695617143153466,0.0003351861640960634,0.004797003261258547,0.001630399950359666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH105,206,0.24297089477540226,-0.0010659877804864088,0.004992700551167126,-0.04253887958595441,0.030061084295703044,-0.03856467070081945,0.030827668032388737,-0.05803953397301002,0.01775624267917179,0.013229149629279053,-0.023798420438783892,-0.008296471582512016,-0.01962472304206561,-0.019758342106015417,0.002570893692628374,-0.010013876703099799,0.00042630172052523244,-0.0004108746417368078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH119,209,0.11435678020211444,-0.07810618362251999,0.026523681420013004,-0.09065507777404508,-0.01402861361722334,0.023981885295526584,-0.00827331360084291,0.006782135604007682,0.03273889324078068,0.041985936886735256,0.013918586177794238,-0.01721451862134662,-0.003081722418770102,0.007050036742932416,-0.0026264947531732456,0.01572985757917026,-0.0010182074517806551,0.0005167593658465897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH088,210,0.19427746686468228,0.14228586008927221,-0.1634088098968804,0.018646840185044984,0.011441733702277034,0.042695132975459876,0.01909444425347494,0.07132212139568687,0.008150121669795235,0.002492301018614593,0.00687206002039894,-0.0007304458063897803,-0.01125932487004443,-0.0036774406244021226,0.003902530225876008,0.004304501828195424,9.706246265073729e-06,-4.1985476118957274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH109,213,-0.10585917499651741,-0.0622518018155552,0.03091215691414228,0.09065997172684842,-0.030325587040178764,0.0378757131605144,0.007783377987471879,-0.024107218661704847,-0.03347012620990197,-0.017069216333706706,0.02925113521528921,0.005344366906054263,-0.019498773516619026,0.0028729083820292845,0.016704399658646,0.0002910147162134994,-0.0001698571848993344,-0.00045417687675196544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH094,216,-0.11045887462733343,-0.05258398003009809,0.03527210691633231,0.0897430436058408,-0.04318123363526347,0.01539121251197653,0.016712844092657872,-0.02336247058175525,-0.029584002774666832,0.008830504710505345,0.019377883248738865,-0.012208983465379603,-0.016689698457319904,-0.022213216472195953,-0.016641159506422747,0.007629019404706011,0.00155218798912073,-0.0005928804521398702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH121,217,0.30253088084231644,0.0022888532010855896,0.05193223184915164,0.006224769730320785,0.06277331777952569,-0.0021946923546766798,-0.025221984540902388,-0.010927034797322675,-0.053111579515301884,0.0020876542875263348,0.0009079709431149177,0.028169848133434868,-0.013819681095147864,0.018238931744543135,-0.010119602005839464,0.0035220675383443277,-0.0010557477219210946,-0.00013210479993985082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH101,218,0.30706770057298677,0.003645332086478505,0.04925299749178734,0.006292619567658591,0.04935566284922354,0.008667826322871592,-0.0209328681671007,0.003915573957598129,-0.04162399175435052,-0.02884913910283664,0.017787006358897014,-0.025171345911947723,0.024074073909132358,-0.011060040479203916,0.004528527482539538,-0.004377495097146382,0.00016350317611203341,0.0002991117970566152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH114,219,-0.21171381291910626,0.18804713532660122,0.03529490285364531,0.004094882855692131,0.05832752353795542,-0.023702166941560594,0.03275813908469036,0.019691349923974203,-0.04054412793876462,0.025505892272469816,-0.01773334457995991,0.0070721888400948575,0.00953249340615417,-0.000776689320875788,0.00875262625563785,0.005785483120053779,0.0003423900793684911,0.00021926026771211483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH096,220,-0.17256181758525993,0.17326645582590436,-0.05421244335740502,0.027834265761403836,0.08341678843563703,0.012415809435602816,0.046795335975271364,-0.0207487859137887,0.05224118458856064,-0.021779716161509213,0.01676471224973994,-0.002597771787291452,-0.01820764649011679,0.004533526634690822,-0.006355244760577762,-0.003290130003142038,-0.0010408718456059406,2.2683539053511156e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH113,221,-0.05975166000922825,-0.11722006641330793,0.00933114063021175,0.06919817785545483,0.023541978495299782,-0.063953709372084,-0.004774902347498007,0.027527621505850978,0.0006799032739095388,0.02969400334303658,-0.014956771825894805,-0.008221359614247616,0.00019118305694706261,-0.0004222636816726521,-0.011944398103069458,-0.002573068745208214,-0.00888656909743486,0.0017142661425625918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH108,222,-0.05967998971410737,-0.1328825177535446,0.004548804162947876,0.06475976833261356,0.019868798431484588,-0.06853369427759112,0.020520782434730392,0.024835261759565568,0.0009408647577981825,0.004166418245722151,0.03308715513279339,-0.006601125873582173,0.0037854699293190875,0.009584509067094254,0.0020197237527686597,-0.008496224092967143,0.003329812239241581,-0.0017395937527579118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.4924271562551866,0.1919164082451505,0.11215740950795454,0.0841704636289994,0.029447423382857295,0.019912591911177998,0.017196363165970945,0.013339283290255235,0.012576331033978448,0.008078375097965785,0.006313977644790315,0.0038462396135350535,0.0035848558260666,0.0018917007752338353,0.0015302636099386012,0.0012425255303085165,0.00030081907611340954,6.781240451694561e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
