sample,analysis_type_uid,PC1,PC2,PC3
C31-C17d-C31.1-C21-C31a-1373,8,0.11734019311780317,0.06608500001992872,0.0
C31/C17d-C21-C21ac,6,-0.21504507900514414,0.004148998958840727,0.0
C31-C17d-C21-C31.1-C31a-C17e,7,0.097704885887341,-0.07023399897876947,0.0
proportion_explained,0,0.8818755483265064,0.11812445167349371,0.0
