sample,analysis_type_uid,PC1,PC2,PC3
C31-C17d-C31.1-C21-C31a-1373,8,0.14931186704540284,0.05514050862768619,0.0
C31/C17d-C21-C21ac,6,-0.22692578105512132,0.012981761202295345,0.0
C31-C17d-C21-C31.1-C31a-C17e,7,0.0776139140097184,-0.06812226982998157,0.0
proportion_explained,0,0.9104564796600312,0.08954352033996889,0.0
