Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
3258959,20/10/19 9:01:11,0.000,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.884,µmol/L,26.666,¡C,1018.000,hPa,Humid,0,0
3258968,20/10/19 9:01:14,0.048,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.114,µmol/L,26.661,¡C,1018.000,hPa,Humid,0,0
3258978,20/10/19 9:01:17,0.098,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.069,µmol/L,26.666,¡C,1018.000,hPa,Humid,0,0
3258989,20/10/19 9:01:20,0.148,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.706,µmol/L,26.671,¡C,1018.000,hPa,Humid,0,0
3258999,20/10/19 9:01:23,0.199,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.059,µmol/L,26.661,¡C,1018.000,hPa,Humid,0,0
3259009,20/10/19 9:01:26,0.248,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.322,µmol/L,26.662,¡C,1018.000,hPa,Humid,0,0
3259018,20/10/19 9:01:29,0.298,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.317,µmol/L,26.664,¡C,1018.000,hPa,Humid,0,0
3259028,20/10/19 9:01:32,0.348,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.046,µmol/L,26.654,¡C,1018.000,hPa,Humid,0,0
3259038,20/10/19 9:01:35,0.398,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.532,µmol/L,26.653,¡C,1018.000,hPa,Humid,0,0
3259048,20/10/19 9:01:38,0.448,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.964,µmol/L,26.661,¡C,1018.000,hPa,Humid,0,0
3259058,20/10/19 9:01:41,0.498,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.528,µmol/L,26.659,¡C,1018.000,hPa,Humid,0,0
3259068,20/10/19 9:01:44,0.548,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.477,µmol/L,26.649,¡C,1018.000,hPa,Humid,0,0
3259078,20/10/19 9:01:47,0.599,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.535,µmol/L,26.652,¡C,1018.000,hPa,Humid,0,0
3259089,20/10/19 9:01:50,0.648,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.340,µmol/L,26.659,¡C,1018.000,hPa,Humid,0,0
3259098,20/10/19 9:01:53,0.698,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.335,µmol/L,26.627,¡C,1018.000,hPa,Humid,0,0
3259109,20/10/19 9:01:56,0.748,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.715,µmol/L,26.667,¡C,1018.000,hPa,Humid,0,0
3259118,20/10/19 9:01:59,0.799,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.904,µmol/L,26.647,¡C,1018.000,hPa,Humid,0,0
3259128,20/10/19 9:02:02,0.848,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.684,µmol/L,26.642,¡C,1018.000,hPa,Humid,0,0
3259138,20/10/19 9:02:05,0.898,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.476,µmol/L,26.658,¡C,1018.000,hPa,Humid,0,0
3259149,20/10/19 9:02:08,0.948,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.944,µmol/L,26.656,¡C,1018.000,hPa,Humid,0,0
3259158,20/10/19 9:02:11,0.998,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.873,µmol/L,26.637,¡C,1018.000,hPa,Humid,0,0
3259168,20/10/19 9:02:14,1.048,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.907,µmol/L,26.645,¡C,1018.000,hPa,Humid,0,0
3259178,20/10/19 9:02:17,1.099,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,78.692,µmol/L,26.650,¡C,1018.000,hPa,Humid,0,0
3259188,20/10/19 9:02:20,1.149,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.572,µmol/L,26.642,¡C,1018.000,hPa,Humid,0,0
3259199,20/10/19 9:02:23,1.198,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.839,µmol/L,26.638,¡C,1018.000,hPa,Humid,0,0
3259209,20/10/19 9:02:26,1.248,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.929,µmol/L,26.649,¡C,1018.000,hPa,Humid,0,0
3259218,20/10/19 9:02:29,1.298,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.963,µmol/L,26.637,¡C,1018.000,hPa,Humid,0,0
3259228,20/10/19 9:02:32,1.348,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.046,µmol/L,26.631,¡C,1018.000,hPa,Humid,0,0
3259238,20/10/19 9:02:35,1.398,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.215,µmol/L,26.644,¡C,1018.000,hPa,Humid,0,0
3259248,20/10/19 9:02:38,1.448,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.833,µmol/L,26.648,¡C,1018.000,hPa,Humid,0,0
3259258,20/10/19 9:02:41,1.498,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.353,µmol/L,26.629,¡C,1018.000,hPa,Humid,0,0
3259268,20/10/19 9:02:44,1.548,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.680,µmol/L,26.643,¡C,1018.000,hPa,Humid,0,0
3259278,20/10/19 9:02:47,1.598,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.145,µmol/L,26.641,¡C,1018.000,hPa,Humid,0,0
3259288,20/10/19 9:02:50,1.648,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.056,µmol/L,26.627,¡C,1018.000,hPa,Humid,0,0
3259299,20/10/19 9:02:53,1.698,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.396,µmol/L,26.649,¡C,1018.000,hPa,Humid,0,0
3259309,20/10/19 9:02:56,1.748,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.227,µmol/L,26.635,¡C,1018.000,hPa,Humid,0,0
3259318,20/10/19 9:02:59,1.798,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.921,µmol/L,26.644,¡C,1018.000,hPa,Humid,0,0
3259328,20/10/19 9:03:02,1.848,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.047,µmol/L,26.643,¡C,1018.000,hPa,Humid,0,0
3259338,20/10/19 9:03:05,1.898,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.416,µmol/L,26.630,¡C,1018.000,hPa,Humid,0,0
3259348,20/10/19 9:03:08,1.948,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.904,µmol/L,26.635,¡C,1018.000,hPa,Humid,0,0
3259358,20/10/19 9:03:11,1.998,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.935,µmol/L,26.618,¡C,1018.000,hPa,Humid,0,0
3259368,20/10/19 9:03:14,2.048,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.247,µmol/L,26.630,¡C,1018.000,hPa,Humid,0,0
3259378,20/10/19 9:03:17,2.099,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.537,µmol/L,26.631,¡C,1018.000,hPa,Humid,0,0
3259388,20/10/19 9:03:20,2.149,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.267,µmol/L,26.618,¡C,1018.000,hPa,Humid,0,0
3259398,20/10/19 9:03:23,2.199,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.994,µmol/L,26.633,¡C,1018.000,hPa,Humid,0,0
3259409,20/10/19 9:03:26,2.248,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.491,µmol/L,26.627,¡C,1018.000,hPa,Humid,0,0
3259418,20/10/19 9:03:29,2.298,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.522,µmol/L,26.620,¡C,1018.000,hPa,Humid,0,0
3259428,20/10/19 9:03:32,2.348,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.256,µmol/L,26.639,¡C,1018.000,hPa,Humid,0,0
3259438,20/10/19 9:03:35,2.398,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.095,µmol/L,26.625,¡C,1018.000,hPa,Humid,0,0
3259449,20/10/19 9:03:38,2.448,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.416,µmol/L,26.621,¡C,1018.000,hPa,Humid,0,0
3259458,20/10/19 9:03:41,2.498,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.634,µmol/L,26.631,¡C,1018.000,hPa,Humid,0,0
3259468,20/10/19 9:03:44,2.548,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.349,µmol/L,26.621,¡C,1018.000,hPa,Humid,0,0
3259478,20/10/19 9:03:47,2.598,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.822,µmol/L,26.607,¡C,1018.000,hPa,Humid,0,0
3259488,20/10/19 9:03:50,2.649,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.934,µmol/L,26.623,¡C,1018.000,hPa,Humid,0,0
3259498,20/10/19 9:03:53,2.699,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.980,µmol/L,26.622,¡C,1018.000,hPa,Humid,0,0
3259508,20/10/19 9:03:56,2.749,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.105,µmol/L,26.629,¡C,1018.000,hPa,Humid,0,0
3259518,20/10/19 9:03:59,2.798,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.784,µmol/L,26.625,¡C,1018.000,hPa,Humid,0,0
3259528,20/10/19 9:04:02,2.848,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.474,µmol/L,26.604,¡C,1018.000,hPa,Humid,0,0
3259539,20/10/19 9:04:05,2.899,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,79.964,µmol/L,26.616,¡C,1018.000,hPa,Humid,0,0
3259548,20/10/19 9:04:08,2.948,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.306,µmol/L,26.596,¡C,1018.000,hPa,Humid,0,0
3259559,20/10/19 9:04:11,2.998,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.241,µmol/L,26.612,¡C,1018.000,hPa,Humid,0,0
3259569,20/10/19 9:04:14,3.048,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.204,µmol/L,26.622,¡C,1018.000,hPa,Humid,0,0
3259579,20/10/19 9:04:17,3.098,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.368,µmol/L,26.606,¡C,1018.000,hPa,Humid,0,0
3259588,20/10/19 9:04:20,3.148,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.359,µmol/L,26.618,¡C,1018.000,hPa,Humid,0,0
3259599,20/10/19 9:04:23,3.198,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.052,µmol/L,26.604,¡C,1018.000,hPa,Humid,0,0
3259609,20/10/19 9:04:26,3.248,SABD0000000003 (OXY-10 ST),8,Gates8 (PSt7-10),19/10/19 8:03:01,default,80.128,µmol/L,26.596,¡C,1018.000,hPa,Humid,0,0
