sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
WSH117,185,-0.04027818063115137,0.009039512189519264,-0.0248084523557845,0.001115565768592962,0.026730972590158827,-0.00263587485842665,0.010236787173157355,0.0036843256223359033,-0.0008669520554343005,-0.00043951784714283174,3.982710182126227e-05,0.0005650809412776501,4.874091805472318e-05,1.7552341318247043e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH086,186,-0.24297785826347132,7.911474735625692e-05,0.017226904623460198,0.029136619101879327,0.0039383470969873114,-0.010347895362268737,-0.0006485397489247391,0.0004449752843687038,0.002455515006325261,0.0013635650905649572,0.0006939029757892356,0.00043370441340765477,-0.00010191938761221384,-3.81503765815922e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH125,187,0.044071753078406495,-0.0007438239575465488,-0.0026559178712771687,0.004130476361939259,0.0034525246994813984,-0.0007045929369709403,-0.006359917903247512,-0.002337600067373229,0.0008932042856970397,0.004856639738879397,0.0017131977855125607,0.0016982307792901045,-0.0028741503173906574,9.329073726823143e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH095,188,0.04308606775309914,0.01859905785962959,-0.01397080702900081,0.009362698277884513,-0.009037136685377365,0.00048002353715404346,0.002345196061051718,-0.0002783043032690395,-0.0013967840890137756,0.0002182872566708101,0.0005782003862879309,0.0015466408620733705,0.0005188604447249515,-0.0016021104419877313,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH128,191,0.012092791548863778,0.01916690954846002,0.01484640171660757,-0.007632443843441817,0.006493129214992292,0.009237780629334976,0.00667453334203374,-0.011811436535065941,0.008453897541383905,0.001024596964682228,0.0019187552177295161,-0.00014743950470734118,3.6938602443935386e-05,0.0001495226678058707,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH091,192,0.044118931424210764,-0.020859791604551932,0.0007834415753658805,-0.00705369736950942,0.0014540059000129459,0.0033644982800863314,-0.0008516224993601537,0.00015547022327763743,0.0020965665794380837,-0.0023745155609811415,0.0004344495909324634,0.004674161573565144,0.001661681086527849,-0.00017915608761793117,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH118,195,0.04420367946806823,0.005649775825346866,-0.007531599264424397,0.005954480845125334,-0.0010284613905290484,-0.00615697716341088,-0.004074790826452784,-0.01026734387845717,-0.0014508260978200315,-0.006103239617575542,-0.0024178612707571826,-0.0007668850054788032,0.0019843868596237965,-5.10562251509175e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH087,196,-0.014833938402591569,0.003126742375962486,0.04751042091702631,-0.00629717635890899,-0.008159892366510659,0.003552628854627955,0.012929213700904359,0.0032706326236919664,-0.0018315168456406897,-0.0016950012031849775,-0.00018268772435295176,-0.00030212934563996694,0.0005197676437768035,5.8120601642864725e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH120,199,0.04501997469390133,-0.00750370291890895,-0.005585492553796258,-0.007558407438737432,0.004117870390204742,0.008411527723153815,-0.004744011251269972,-0.006049932825450936,-0.0034377308762504003,0.0006418963790059,0.0009970649935030532,0.0007331050672017372,-0.0013499209795019376,4.914431815501296e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH103,200,0.043109832031066754,0.015845771871738114,-0.011272546078755568,0.009968344359702293,-0.008163809033986946,0.0008750906266900884,0.004790171738460732,-0.0017468054079359645,0.00271263278324334,0.000395597505130076,-0.003576838440678455,0.0009342496708166823,-0.0004625603149769434,0.00026328301601882077,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
