sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
WSH122,205,-0.16883863423114004,0.009150386945249455,-0.009762230244892886,-0.03431688520108156,-0.001222608540955364,-0.008862249496567486,-0.0006956093874735369,0.00011227641177268421,0.001062936178483388,0.0002741456241391999,-0.0005986823415138978,0.00037457643502466695,3.532105699659122e-05,-1.7949193663223543e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH105,206,-0.023311536013150013,0.03324149676703005,0.026260212902889702,-0.004114533151173409,0.004523833162840745,0.0030970707523483372,-0.017540605052181,0.0026216172943706022,-0.004604222206567144,-0.00029941675384597836,-0.0008942912736363162,0.0008858527182691523,-0.00032553642023806794,-0.00010303900749726739,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH111,207,0.044064216115263066,-0.005847662444628086,-0.00038401818410668554,0.004809470526480747,-0.0033774446764258783,-0.0027936110817154683,0.0030770024275586266,-0.0008567460769566757,-0.0018063107166601073,-0.004925461042015717,0.0060818734661860245,-0.0031857019114045508,-0.0019230793596747378,-0.0002528525493565263,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH089,208,0.04856067659645466,-0.016504404957467963,0.002604856513882671,-0.012132083665905236,-0.0028354439777593496,-0.014843195555606243,0.00023226385387355137,0.003463205529422248,-0.0016334675652639745,-0.001418288598665678,0.002846873607779275,0.0004646504342147495,-0.00021624453371745758,7.895430118266605e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH088,210,0.043197657451793846,-0.03304813323894232,0.004447631550548922,0.004057683426269226,-0.006543769237315566,-0.005020837042474088,-0.005723385844954906,-0.0005485244961395221,0.007823236433741242,0.0009686414449760636,-0.0019198216477056863,0.0006910766169775401,-0.0007435967215633061,0.00011917318712061335,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH126,211,0.04383708920895632,-0.006331281034942437,-0.002328071353510923,0.0025538289250593618,-0.0009496395481697189,0.0009919499922536191,-0.00216538455600947,0.002192214886110654,-0.001151503977601898,0.0087487121780415,0.0037602589818874015,-0.00015314282078203413,0.0037082041075848777,0.0001536838439744359,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH106,212,0.04373700100085386,-0.006858414726366489,0.0006911158912182252,0.00245437971715138,0.010530682486589203,0.007106051198662464,-0.008309291290508806,0.005613332713769728,0.004388651659376355,-0.0036615926297200022,-0.00034314297043045946,-0.005440630397319196,0.0013106895224465325,-1.1267760227128837e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH093,214,0.04281352837223835,-0.026413523207598447,0.012329691680411533,0.0026425447278317594,0.007984625976840905,0.002030449317382389,0.005694062660160913,-0.004547755078177655,-0.008881989307238727,0.004162478831785155,-0.004006288338276277,-0.0015604009566594931,-0.0005329590598474295,-0.00010667438056421632,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH101,218,-0.2308727074151272,-0.021081404249113287,-0.021169409912901612,-0.0014079011417199845,-0.011541253764614623,0.015498568725783016,-0.0011936656402869823,-0.0015879232188741475,-0.002576985235464673,-0.001168745638172587,-0.000207997289093361,-0.0010996684235517614,1.4011097272417123e-05,4.212936267722109e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH114,219,0.04368762681991588,0.01078215983764403,-0.00882244553520257,0.0016899387925231875,-0.005331132376074601,0.013120069165054144,0.0031216080585308534,0.011834562944822566,0.00215938028180556,0.0008374802970827324,-0.0005426794940870499,0.0004536722730246486,-0.0010494532618598486,0.00013776490874734077,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH096,220,0.04344857818680523,0.020213311238129715,-0.014523253656197117,0.008245676239738889,-0.009724447037832441,-0.004315927004962049,0.0009974729258843049,-0.0008764244717416456,-0.004335953713682092,-0.0011285253789376105,0.001228356591435735,0.0002767322987144377,0.0004980281950644474,0.0013383768116609755,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH124,223,0.04804963752892794,0.009925089277084244,-0.006748688329998188,-0.008485881325617933,-0.006168123592034444,-0.010384511795222939,0.0014661078687807068,0.0018869257195956543,0.0021622588265906833,0.004424828161897559,-0.0034048637750568314,-0.004135690335635033,-0.0005191108496144891,-0.00023691267967473924,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH090,224,0.04401381367780589,-0.009627186143083735,0.002862254998437481,0.0028773024259165438,0.004857170709476752,-0.0017000365049042777,0.0007424041902738805,0.005629257105904061,-0.00023403688944785862,-0.004702565202614893,-0.0021976061332766505,0.0030599546173199254,-0.00023809832851886278,0.00016923147579988874,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.898627948155072,0.03141681528686699,0.028617552853100865,0.01464071693937343,0.008206978533507936,0.006538899186104741,0.004610919490766649,0.0029302873834759595,0.0017156589526017693,0.0012990621848673295,0.0006466036252694453,0.0005218253770299382,0.0002024188404445203,2.4313191518378043e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
